Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-1866.95,0,302.943
1,0,-829.72,0,220.624
2,0,-612.57,0,212.034
3,0,-538.43,0,234.005
4,0,-457.56,0,315.661
5,0,-529.77,0,544.202
6,0,-402.15,0,443.015
7,0,-324.57,0,430.73
8,0,-455.85,0,678.326
9,0,-427.69,0,625.914
10,0,-470.53,0,718.979
11,0,-513.14,0,828.687
12,0,-341.11,0,631.762
13,0,-293.48,0,499.371
14,0,-239.03,0,416.348
15,0,-284.99,0,622.812
16,0,-184.1,0,174.955
17,0,-176.26,0,149.461
18,0,-174.01,0,148.066
19,0,-205.04,0,307.547
20,0,-154.1,0,25.6647
21,0,-170.15,0,175.465
22,0,-152.23,0,17.385
23,0,-168.96,0,120.948
24,0,-150.79,0,16.3838
25,0,-161.61,0,131.461
26,0,-154.6,0,23.3999
27,0,-153.51,0,23.6222
28,0,-151.67,0,22.6073
29,0,-149.5,0,15.5066
30,0,-149.64,0,15.2272
31,0,-151.66,0,20.3243
32,0,-150.55,0,17.5236
33,0,-150.55,0,19.4627
34,0,-150.26,0,17.2097
35,0,-147.59,0,11.0655
36,0,-155.08,0,24.8595
37,0,-153.22,0,21.7444
38,0,-151.18,0,22.143
39,0,-153.43,0,24.3672
