Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,21.48,0,10.2285
1,0,16.78,0,11.3502
2,0,18.32,0,9.15276
3,0,22.44,0,11.8462
4,0,18.86,0,10.3135
5,0,20.04,0,16.2543
6,0,20.9,0,15.6847
7,0,19.46,0,10.1342
8,0,21.04,0,15.2837
9,0,16.62,0,9.22483
10,0,21.84,0,12.8609
11,0,20.2,0,10.4295
12,0,19.12,0,12.3827
13,0,20.36,0,12.0607
14,0,19.94,0,11.715
15,0,17.54,0,9.04684
16,0,18.68,0,12.8721
17,0,17.68,0,9.42519
18,0,19.36,0,11.4156
19,0,17.84,0,9.75697
20,0,21.58,0,10.2521
21,0,18.26,0,6.88035
22,0,19.24,0,10.6953
23,0,21.62,0,10.2815
24,0,17.5,0,9.17239
25,0,20.52,0,12.8257
26,0,21.92,0,13.1146
27,0,16.04,0,6.88376
28,0,17.02,0,8.12276
29,0,20.6,0,12.9835
30,0,20.36,0,10.569
31,0,21.24,0,10.5879
32,0,19.38,0,10.1718
33,0,20.96,0,11.7473
34,0,18.88,0,10.6285
35,0,19.48,0,10.0453
36,0,22.08,0,12.511
37,0,22.98,0,14.1082
38,0,20.2,0,13.3478
39,0,17.66,0,8.5824
40,0,21.1,0,11.2272
41,0,17.96,0,7.97946
42,0,19.8,0,10.3451
43,0,21.76,0,14.2808
44,0,16.48,0,6.67997
45,0,18.32,0,8.86507
46,0,19.32,0,10.5355
47,0,19.1,0,11.3142
48,0,15.36,0,5.86501
49,0,16.18,0,8.02214
