Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,13.38,0,5.64201,0
1,14.08,0,4.94806,0
2,12.24,0,3.43784,0
3,13.18,0,4.80939,0
4,12.7,0,4.18574,0
5,11.9,0,4.24865,0
6,13.78,0,5.74382,0
7,12.42,0,3.0445,0
8,13.3,0,5.44827,0
9,12.96,0,3.69202,0
10,13.06,0,4.36783,0
11,13.06,0,5.35061,0
12,13.16,0,4.63949,0
13,12.26,0,3.92173,0
14,13.88,0,5.56094,0
15,12.46,0,5.53729,0
16,13.66,0,4.42908,0
17,12.86,0,3.23255,0
18,11.58,0,2.31314,0
19,12.48,0,3.94989,0
20,14.82,0,5.98873,0
21,14.32,0,5.23505,0
22,14.16,0,6.73207,0
23,13.7,0,4.89585,0
24,12.9,0,3.63795,0
25,13.34,0,4.95947,0
26,14.38,0,4.42576,0
27,13.2,0,5.34522,0
28,14.08,0,6.26894,0
29,13.32,0,4.09798,0
30,11.94,0,2.89553,0
31,13.42,0,6.12819,0
32,12.6,0,3.14934,0
33,13.84,0,6.04865,0
34,13.14,0,4.44931,0
35,12.56,0,4.6254,0
36,12.4,0,3.47586,0
37,13.2,0,4.69476,0
38,13.02,0,3.70047,0
39,13.22,0,4.46889,0
40,13.12,0,4.60984,0
41,13.56,0,5.45168,0
42,13.82,0,5.30187,0
43,12.64,0,2.98814,0
44,12.86,0,3.64781,0
45,13.54,0,5.14766,0
46,13.18,0,3.96768,0
47,12.8,0,3.89662,0
48,12.48,0,2.93633,0
49,13.6,0,4.69042,0
