Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,22.08,0,5.20533,0
1,10.92,0,4.5573,0
2,10.28,0,2.30386,0
3,11.54,0,2.98438,0
4,10.56,0,3.03826,0
5,11.44,0,3.42357,0
6,11.18,0,3.72356,0
7,11.14,0,3.08393,0
8,11.28,0,3.09733,0
9,11.3,0,2.99148,0
10,11.02,0,2.75155,0
11,10.42,0,2.45855,0
12,10.84,0,2.22564,0
13,11.8,0,3.79581,0
14,11.26,0,3.61296,0
15,11.38,0,3.69716,0
16,11.28,0,3.56308,0
17,10.56,0,2.46742,0
18,11.48,0,4.07701,0
19,11.18,0,3.88976,0
20,11.56,0,3.75885,0
21,11.06,0,2.17039,0
22,11.36,0,3.52692,0
23,11,0,2.8067,0
24,10.42,0,2.33946,0
25,10.96,0,2.86399,0
26,11.54,0,4.04167,0
27,12.16,0,5.51569,0
28,12.22,0,5.55231,0
29,10.84,0,2.41897,0
30,10.6,0,2.24063,0
31,11.32,0,2.7363,0
32,11.64,0,4.03434,0
33,10.86,0,2.92079,0
34,10.48,0,1.8978,0
35,11.26,0,2.79073,0
36,10.98,0,2.78106,0
37,11.1,0,2.48465,0
38,11.16,0,3.3464,0
39,11.1,0,2.64382,0
40,10.96,0,2.95518,0
41,10.6,0,2.6264,0
42,10.96,0,2.76243,0
43,10.44,0,2.18679,0
44,12.16,0,3.75994,0
45,10.1,0,1.92989,0
46,11.76,0,4.10356,0
47,10.72,0,2.07059,0
48,11.14,0,3.01025,0
49,10.54,0,2.01231,0
