Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,16.46,0,9.89168
1,0,11.44,0,6.80684
2,0,9.82,0,2.37925
3,0,12.46,0,21.1595
4,0,18.06,0,62.6231
5,0,11.64,0,15.9678
6,0,9.6,0,2.84282
7,0,9.44,0,0.951047
8,0,9.98,0,4.58253
9,0,9.7,0,1.14731
10,0,9.24,0,0.517451
11,0,9.38,0,0.966585
12,0,9.4,0,0.880631
13,0,9.58,0,1.03194
14,0,9.56,0,1.03332
15,0,9.5,0,1.47427
16,0,9.34,0,0.894655
17,0,9.3,0,0.677631
18,0,9.7,0,1.19949
19,0,9.6,0,1.10657
20,0,9.4,0,0.903508
21,0,9.66,0,1.2056
22,0,9.46,0,0.908239
23,0,9.56,0,1.0721
24,0,9.28,0,0.536048
25,0,9.36,0,0.827092
26,0,9.26,0,0.59966
27,0,9.48,0,1.21622
28,0,9.3,0,0.614452
29,0,9.4,0,0.728431
30,0,9.54,0,1.11043
31,0,9.48,0,0.908913
32,0,9.24,0,0.555492
33,0,9.22,0,0.545482
34,0,9.28,0,0.671277
35,0,9.5,0,0.931315
36,0,9.64,0,1.17387
37,0,9.46,0,0.838122
38,0,9.38,0,0.666701
39,0,9.5,0,0.886405
40,0,9.62,0,0.966585
41,0,9.4,0,0.755929
42,0,9.28,0,0.809132
43,0,9.36,0,0.597956
44,0,9.62,0,0.966585
45,0,9.5,0,1.12938
46,0,9.32,0,0.652781
47,0,9.52,0,0.99468
48,0,9.7,0,1.41782
49,0,9.42,0,0.730949
