Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,-1188.66,0,148.201,0
1,-526.33,0,170.028,0
2,-455.79,0,294.138,0
3,-357.01,0,288.015,0
4,-408.88,0,554.22,0
5,-353.11,0,461.867,0
6,-571.26,0,990.495,0
7,-542.95,0,940.792,0
8,-499.23,0,955.729,0
9,-472.59,0,875.57,0
10,-183.08,0,162.88,0
11,-249.63,0,526.816,0
12,-273.5,0,590.879,0
13,-195.01,0,355.009,0
14,-146.78,0,17.6696,0
15,-146.01,0,19.1124,0
16,-147.35,0,24.9012,0
17,-147.19,0,17.5526,0
18,-146.28,0,21.3504,0
19,-147.4,0,21.0502,0
20,-148.18,0,21.1671,0
21,-150.62,0,22.9328,0
22,-152.22,0,24.8842,0
23,-148.7,0,18.6464,0
24,-156.35,0,22.5121,0
25,-160.19,0,25.7438,0
26,-160.22,0,22.4862,0
27,-156.98,0,17.1281,0
28,-158.66,0,18.9039,0
29,-161.98,0,21.5477,0
30,-165.3,0,16.9291,0
31,-165.96,0,18.388,0
32,-165.57,0,18.5784,0
33,-165.75,0,17.4503,0
34,-173.58,0,28.3129,0
35,-170.96,0,21.685,0
36,-172.25,0,24.9955,0
37,-181.28,0,29.0788,0
38,-173.82,0,20.033,0
39,-181.6,0,30.6522,0
