Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,-1218.86,0,144.439,0
1,-572.82,0,172.366,0
2,-444.54,0,266.728,0
3,-369.12,0,290.235,0
4,-334.6,0,350.15,0
5,-397.42,0,538.765,0
6,-472.18,0,596.756,0
7,-348.65,0,557.961,0
8,-444.81,0,693.101,0
9,-374.78,0,631.554,0
10,-252.57,0,373.751,0
11,-232.49,0,397.371,0
12,-160.93,0,21.5834,0
13,-199.16,0,249.13,0
14,-204.73,0,242.637,0
15,-168.26,0,32.1881,0
16,-203.51,0,374.871,0
17,-164.75,0,31.6583,0
18,-171.27,0,32.5898,0
19,-175.99,0,35.665,0
20,-181.55,0,36.0223,0
21,-182.77,0,37.1912,0
22,-182.81,0,33.8636,0
23,-182.34,0,32.6479,0
24,-185.85,0,37.2259,0
25,-191.82,0,36.8791,0
26,-196.99,0,36.1826,0
27,-195.57,0,35.2183,0
28,-202.43,0,38.2713,0
29,-200.49,0,36.2309,0
30,-202.22,0,42.1715,0
31,-210.2,0,45.4586,0
32,-213.03,0,39.4957,0
33,-219.52,0,37.6538,0
34,-219.86,0,41.0607,0
35,-223.27,0,41.8836,0
36,-230.1,0,45.6399,0
37,-232.99,0,48.4116,0
38,-239.56,0,75.9958,0
39,-244.55,0,64.4987,0
