Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,-432.76,0,169.902,0
1,-186.58,0,138.686,0
2,-108.85,0,59.2013,0
3,-99.27,0,53.0401,0
4,-75.09,0,34.9019,0
5,-64.18,0,30.1991,0
6,-61.2,0,28.0897,0
7,-60.88,0,28.61,0
8,-52.69,0,22.5598,0
9,-53.39,0,20.9409,0
10,-50.72,0,17.5529,0
11,-55.71,0,21.4176,0
12,-47.09,0,14.4873,0
13,-45.72,0,14.0188,0
14,-44.19,0,13.9013,0
15,-42.34,0,13.0401,0
16,-42.33,0,13.9451,0
17,-40.95,0,13.3063,0
18,-39.78,0,13.0752,0
19,-36.2,0,10.1434,0
