Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-998.46,0,149.32
1,0,-469.62,0,158.175
2,0,-415.34,0,249.685
3,0,-358.42,0,358.242
4,0,-417.67,0,491.954
5,0,-419.3,0,496.74
6,0,-527.68,0,681.24
7,0,-382.28,0,590.605
8,0,-434.07,0,636.381
9,0,-321.81,0,574.801
10,0,-342.51,0,522.964
11,0,-211.44,0,261.355
12,0,-219.24,0,226.011
13,0,-206.44,0,232.849
14,0,-237.98,0,391.826
15,0,-246.4,0,406.264
16,0,-193.19,0,42.2127
17,0,-188.14,0,55.2296
18,0,-191.3,0,45.6383
19,0,-199.43,0,77.6709
20,0,-201.31,0,42.8417
21,0,-206.1,0,46.741
22,0,-208.21,0,46.1281
23,0,-206.69,0,51.1438
24,0,-208.69,0,48.3146
25,0,-215.99,0,47.775
26,0,-203.52,0,55.3495
27,0,-215.33,0,45.9284
28,0,-212.26,0,44.0194
29,0,-213.59,0,37.8882
30,0,-224.9,0,52.1332
31,0,-238.11,0,63.0691
32,0,-220.78,0,63.0777
33,0,-221.84,0,46.1967
34,0,-228.24,0,53.0146
35,0,-217,0,41.2754
36,0,-232.55,0,54.266
37,0,-228.64,0,59.151
38,0,-237.26,0,79.5605
39,0,-231.15,0,55.0286
