Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,14.74,0,8.52083
1,0,10.36,0,2.17368
2,0,10,0,1.2289
3,0,10,0,1.2454
4,0,10.06,0,1.46259
5,0,9.8,0,1.08797
6,0,9.82,0,1.25666
7,0,9.88,0,1.20611
8,0,10.26,0,1.91461
9,0,10.56,0,1.80882
10,0,10.06,0,1.73099
11,0,10,0,1.34012
12,0,10.38,0,1.4968
13,0,10.26,0,1.7357
14,0,29.92,0,141.584
15,0,10.02,0,1.30133
16,0,30.28,0,141.533
17,0,15.96,0,37.2909
18,0,29.8,0,138.139
19,0,30.04,0,141.568
20,0,30.28,0,141.534
21,0,26.76,0,118.95
22,0,50.24,0,198.12
23,0,70.98,0,239.955
24,0,70.22,0,240.101
25,0,70.56,0,240.021
26,0,90.08,0,274.326
27,0,62.7,0,214.447
28,0,146.92,0,342.281
29,0,179.88,0,371.824
30,0,150.36,0,334.15
31,0,130.22,0,325.998
32,0,250.66,0,431.615
33,0,192.32,0,387.313
34,0,195.16,0,383.651
35,0,245.24,0,413.275
36,0,322.32,0,462.473
37,0,275.46,0,434.414
38,0,355.36,0,476.445
39,0,192,0,376.067
40,0,349.54,0,458.024
41,0,294.38,0,426.373
42,0,390.72,0,471.047
43,0,386.92,0,483.077
44,0,290.96,0,434.508
45,0,334.28,0,464.741
46,0,251.56,0,431.122
47,0,415.64,0,489.338
48,0,328.98,0,451.628
49,0,286.98,0,440.764
