Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,13.38,0,5.19768
1,0,11.08,0,2.50583
2,0,10.66,0,2.32651
3,0,10.22,0,1.85483
4,0,11.58,0,2.68092
5,0,10.88,0,2.09606
6,0,10.44,0,1.54074
7,0,11.06,0,2.36824
8,0,10.78,0,2.17865
9,0,11.04,0,2.02998
10,0,10.84,0,2.52627
11,0,11.04,0,2.86399
12,0,10.48,0,1.55498
13,0,10.98,0,2.40314
14,0,11.42,0,2.6733
15,0,10.96,0,1.74917
16,0,10.92,0,2.89856
17,0,11.16,0,2.13197
18,0,10.52,0,1.72898
19,0,10.34,0,1.46538
20,0,10.64,0,2.07768
21,0,11.06,0,2.72112
22,0,10.82,0,2.34469
23,0,11.22,0,2.58954
24,0,11.02,0,2.33422
25,0,12.28,0,5.92139
26,0,12.96,0,10.3962
27,0,12.48,0,9.71059
28,0,15.16,0,24.7884
29,0,16.64,0,27.8771
30,0,14.82,0,18.483
31,0,20.5,0,41.6767
32,0,17.54,0,33.2904
33,0,16.46,0,23.1175
34,0,23.98,0,62.8196
35,0,23.56,0,36.6083
36,0,20.98,0,30.0873
37,0,22.48,0,37.9824
38,0,33.34,0,65.1321
39,0,38.7,0,72.6755
40,0,45.22,0,79.4644
41,0,41.86,0,74.9944
42,0,49.16,0,80.7251
43,0,58.38,0,89.9707
44,0,42.04,0,54.4374
45,0,64.52,0,94.6246
46,0,69.68,0,96.0288
47,0,72.2,0,98.612
48,0,72.4,0,96.0769
49,0,91,0,117.078
