Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9.02,0,0.141421,0
1,9.08,0,0.340468,0
2,9.12,0,0.435187,0
3,9.02,0,0.141421,0
4,9,0,0,0
5,9,0,0,0
6,9,0,0,0
7,9.06,0,0.313636,0
8,9.04,0,0.282843,0
9,9.06,0,0.313636,0
10,9.08,0,0.395897,0
11,9.12,0,0.435187,0
12,9.12,0,0.435187,0
13,9,0,0,0
14,9.02,0,0.141421,0
15,9.04,0,0.282843,0
16,9.04,0,0.282843,0
17,9.02,0,0.141421,0
18,9.06,0,0.313636,0
19,9.04,0,0.282843,0
20,9.02,0,0.141421,0
21,9.06,0,0.313636,0
22,9.02,0,0.141421,0
23,9.06,0,0.239898,0
24,9.06,0,0.313636,0
25,9.1,0,0.364216,0
26,9,0,0,0
27,9.04,0,0.197949,0
28,9,0,0,0
29,9.08,0,0.340468,0
30,9,0,0,0
31,9.06,0,0.313636,0
32,9,0,0,0
33,9.08,0,0.395897,0
34,9.02,0,0.141421,0
35,9,0,0,0
36,9.1,0,0.364216,0
37,9,0,0,0
38,9.08,0,0.340468,0
39,9.04,0,0.282843,0
40,9,0,0,0
41,9.02,0,0.141421,0
42,9,0,0,0
43,9.1,0,0.416497,0
44,9.12,0,0.435187,0
45,9.16,0,0.509502,0
46,9.14,0,0.495284,0
47,9.12,0,0.38545,0
48,9.16,0,0.509502,0
49,9.18,0,0.437526,0
