Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,16.28,0,9.88514
1,0,9.66,0,1.31878
2,0,9.38,0,0.805339
3,0,9.88,0,2.48785
4,0,33.14,0,118.118
5,0,20.2,0,52.0031
6,0,21.34,0,85.8153
7,0,32.96,0,143.383
8,0,9.4,0,0.832993
9,0,10.82,0,6.16339
10,0,12.76,0,16.5586
11,0,36.3,0,100.676
12,0,63.7,0,206.314
13,0,71.26,0,218.998
14,0,121.98,0,266.166
15,0,148.12,0,297.332
16,0,163.28,0,310.447
17,0,103.1,0,228.568
18,0,202.22,0,329.141
19,0,296.52,0,373.984
20,0,302.52,0,364.56
21,0,333.4,0,397.369
22,0,231.12,0,330.352
23,0,273.58,0,350.976
24,0,358.02,0,411.644
25,0,364.88,0,378.339
26,0,434.94,0,422.219
27,0,310.4,0,390.308
28,0,250.58,0,387.535
29,0,316.56,0,387.923
30,0,374.16,0,388.434
31,0,502.82,0,424.736
32,0,419.86,0,433.284
33,0,435.38,0,443.873
34,0,362.02,0,433.363
35,0,436.26,0,413.385
36,0,456.48,0,453.931
37,0,357.84,0,438.216
38,0,396.36,0,448.955
39,0,411.34,0,440.6
40,0,441.94,0,407.653
41,0,411.66,0,400.046
42,0,416.46,0,433.969
43,0,540.66,0,449.947
44,0,422.76,0,427.968
45,0,539.56,0,466.822
46,0,435.82,0,439.44
47,0,589.12,0,444.141
48,0,439.1,0,455.348
49,0,457.84,0,458.793
