Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,23.08,0,16.0456
1,0,9,0,0
2,0,9,0,0
3,0,9,0,0
4,0,9,0,0
5,0,206.12,0,224.639
6,0,11.2,0,2.50713
7,0,53.86,0,51.1229
8,0,9,0,0
9,0,9,0,0
10,0,99.82,0,103.614
11,0,125.08,0,132.287
12,0,144.26,0,154.618
13,0,71.84,0,75.8867
14,0,14.58,0,36.4295
15,0,61.64,0,62.5178
16,0,15.1,0,20.0573
17,0,21.78,0,19.9564
18,0,14.76,0,12.7064
19,0,52.58,0,50.8941
20,0,80.62,0,85.0284
21,0,47.28,0,46.8057
22,0,11.7,0,12.9776
23,0,9.94,0,2.72861
24,0,41.56,0,39.8959
25,0,9.84,0,2.83102
26,0,9.5,0,0.814411
27,0,11.26,0,2.7465
28,0,19.94,0,19.3606
29,0,11.2,0,6.64554
30,0,52.38,0,55.0869
31,0,9.42,0,1.7623
32,0,11.88,0,16.7717
33,0,11.04,0,2.44916
34,0,11.34,0,3.01432
35,0,20.3,0,19.7642
36,0,13.38,0,16.851
37,0,17.4,0,21.7828
38,0,23.84,0,24.2221
39,0,15.88,0,18.1666
40,0,24,0,27.6058
41,0,19.5,0,14.2804
42,0,14.14,0,5.03056
43,0,49.56,0,48.0387
44,0,16.34,0,11.5804
45,0,18.74,0,21.7282
46,0,20.1,0,23.217
47,0,23.02,0,19.783
48,0,18.28,0,21.0558
49,0,85.04,0,55.5102
