Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9.9,0,2.40111,0
1,12.22,0,7.68324,0
2,28.9,0,15.1567,0
3,21.78,0,13.7504,0
4,13.04,0,6.93692,0
5,11.3,0,4.90002,0
6,16.86,0,14.2543,0
7,15.56,0,12.7169,0
8,15.78,0,16.6529,0
9,29.68,0,30.2057,0
10,21.72,0,25.583,0
11,17.28,0,16.2381,0
12,15.88,0,14.6143,0
13,18.2,0,16.506,0
14,19.76,0,15.0341,0
15,20.96,0,26.6021,0
16,17.14,0,14.5826,0
17,15.66,0,12.5513,0
18,19.16,0,20.3994,0
19,16.58,0,12.7777,0
20,17.36,0,16.3305,0
21,14.92,0,13.7408,0
22,21.52,0,23.3634,0
23,22.54,0,23.6421,0
24,20.98,0,16.8141,0
25,17.5,0,14.7098,0
26,19.34,0,26.1975,0
27,17.12,0,14.9361,0
28,19.48,0,19.944,0
29,14.14,0,8.64495,0
30,18.08,0,15.3953,0
31,20.42,0,28.0445,0
32,17.26,0,16.2101,0
33,16.72,0,19.3655,0
34,17.76,0,14.9946,0
35,19.04,0,16.0636,0
36,17.56,0,13.6294,0
37,21.8,0,19.9694,0
38,18.2,0,17.4087,0
39,16.78,0,11.9596,0
40,14.58,0,10.2142,0
41,17.56,0,19.9225,0
42,14.36,0,10.095,0
43,17.46,0,14.2874,0
44,23.82,0,21.3338,0
45,16.42,0,13.8506,0
46,15.78,0,12.6173,0
47,15.56,0,12.2594,0
48,18.04,0,18.8463,0
49,16.16,0,10.6222,0
