Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,13.62,0,7.85296,0
1,9.98,0,2.0946,0
2,14.22,0,10.2585,0
3,10.66,0,3.82585,0
4,12.24,0,8.19049,0
5,10.42,0,2.42512,0
6,10.4,0,2.95545,0
7,13.42,0,8.47828,0
8,10.82,0,3.38478,0
9,13.2,0,9.21179,0
10,10.42,0,2.6733,0
11,10.92,0,5.49523,0
12,10.66,0,3.60051,0
13,12.32,0,6.88518,0
14,12,0,6.31487,0
15,11.82,0,7.16764,0
16,11.84,0,6.3963,0
17,11.52,0,4.82443,0
18,10.84,0,4.86705,0
19,11.98,0,6.04233,0
20,10.8,0,4.21368,0
21,10.18,0,2.98082,0
22,11.72,0,6.57155,0
23,10.24,0,2.63849,0
24,11.88,0,9.61003,0
25,11.28,0,6.47772,0
26,11.46,0,6.89043,0
27,11.28,0,6.8988,0
28,10.8,0,4.607,0
29,11.24,0,4.35918,0
30,11.96,0,6.26282,0
31,11.06,0,6.06902,0
32,11.62,0,6.60516,0
33,11.14,0,4.81499,0
34,10.8,0,3.79043,0
35,11.64,0,5.23629,0
36,10.52,0,3.16383,0
37,10.82,0,4.9598,0
38,11.46,0,6.24078,0
39,12.24,0,6.08296,0
40,10.8,0,4.43087,0
41,10.84,0,4.22026,0
42,12.14,0,6.03395,0
43,10.8,0,4.89898,0
44,11.88,0,6.67814,0
45,10.82,0,4.20733,0
46,11.28,0,3.69799,0
47,11.04,0,4.30453,0
48,10.46,0,3.23381,0
49,11.76,0,7.15587,0
