Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,17.16,0,10.5644
1,0,10.26,0,2.9953
2,0,17.8,0,56.134
3,0,27.8,0,119.97
4,0,33.8,0,118.676
5,0,52.7,0,180.491
6,0,53.98,0,171.275
7,0,44.92,0,173.591
8,0,30.18,0,141.618
9,0,41.36,0,140.96
10,0,60.16,0,181.739
11,0,92.32,0,225.063
12,0,180.34,0,317.745
13,0,210.38,0,337.206
14,0,191.4,0,333.113
15,0,211.82,0,319.649
16,0,374.44,0,411.227
17,0,265.46,0,358.902
18,0,266.04,0,379.435
19,0,315.54,0,374.296
20,0,264.5,0,364.465
21,0,403.88,0,429.456
22,0,322.62,0,417.117
23,0,222.92,0,359.225
24,0,226.14,0,305.391
25,0,338.76,0,373.805
26,0,383.66,0,399.046
27,0,257.16,0,332.441
28,0,326.12,0,368.441
29,0,408.14,0,388.092
30,0,427.22,0,432.335
31,0,381.18,0,411.725
32,0,332.34,0,398.722
33,0,368.12,0,419.75
34,0,378.88,0,384.864
35,0,452.86,0,440.85
36,0,359.48,0,414.779
37,0,422.88,0,438.42
38,0,503.5,0,447.05
39,0,521.4,0,451.678
40,0,513.26,0,455.862
41,0,436.68,0,449.799
42,0,554.04,0,422.063
43,0,537.3,0,447.832
44,0,395.84,0,436.052
45,0,522.98,0,415.95
46,0,479.36,0,435.208
47,0,544.18,0,433.496
48,0,439.76,0,442.184
49,0,533.14,0,446.333
