Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,14.86,0,8.96025
1,0,12.16,0,5.18381
2,0,11.3,0,5.03153
3,0,11.68,0,5.27389
4,0,28.22,0,100.889
5,0,54.38,0,164.608
6,0,48.8,0,145.722
7,0,38.44,0,109.056
8,0,76.86,0,174.197
9,0,152.58,0,257.19
10,0,148.2,0,231.295
11,0,195.88,0,299.173
12,0,181.58,0,314.291
13,0,176.3,0,245.956
14,0,173.18,0,269.034
15,0,219.56,0,296.697
16,0,252.24,0,346.446
17,0,270.5,0,322.375
18,0,239.22,0,302.555
19,0,287.3,0,368.52
20,0,216.76,0,305.496
21,0,304.04,0,305.66
22,0,300.1,0,341.162
23,0,330.84,0,330.436
24,0,321.14,0,371.92
25,0,248.44,0,301.781
26,0,367.78,0,407.887
27,0,348.26,0,364.763
28,0,293.24,0,376.357
29,0,397.54,0,427.308
30,0,246.66,0,324.95
31,0,385.44,0,384.941
32,0,299.54,0,351.405
33,0,396.56,0,409.177
34,0,384.38,0,405.83
35,0,367.66,0,375.697
36,0,388.7,0,373.611
37,0,429.54,0,407.711
38,0,351.8,0,369.971
39,0,350.7,0,381.103
40,0,441.6,0,423.252
41,0,407.52,0,431.662
42,0,368.8,0,388.675
43,0,541.58,0,396.159
44,0,432.82,0,389.552
45,0,425.82,0,401.465
46,0,420.18,0,400.786
47,0,516.38,0,431.875
48,0,439.74,0,410.281
49,0,492.12,0,433.096
