Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,-1506.83,0,326.836,0
1,-952.15,0,1282.12,0
2,-384.69,0,467.154,0
3,-279.13,0,408.997,0
4,-210.6,0,305.165,0
5,-167.33,0,46.7074,0
6,-157.27,0,39.2186,0
7,-151.22,0,38.1752,0
8,-149.23,0,50.6122,0
9,-149.22,0,36.1586,0
10,-140.18,0,29.654,0
11,-139.03,0,28.4191,0
12,-137.98,0,28.3524,0
13,-136.14,0,26.3876,0
14,-141.15,0,32.348,0
15,-146.52,0,35.5009,0
16,-138.41,0,28.9681,0
17,-144.1,0,34.6301,0
18,-146.11,0,35.699,0
19,-144.37,0,36.32,0
20,-152.63,0,40.177,0
21,-151.89,0,38.193,0
22,-147.75,0,38.1722,0
23,-152.27,0,39.679,0
24,-149.31,0,35.6596,0
25,-146.77,0,35.6109,0
26,-157.63,0,37.255,0
27,-158.83,0,41.8818,0
28,-155.08,0,38.4967,0
29,-160.71,0,42.2069,0
30,-163.56,0,40.4253,0
31,-169.48,0,39.3732,0
32,-169.7,0,40.4771,0
33,-168.25,0,45.545,0
34,-163.69,0,43.7974,0
35,-167.49,0,50.5384,0
36,-165.15,0,46.8163,0
37,-174.6,0,46.9655,0
38,-170.25,0,45.8258,0
39,-177.3,0,46.1286,0
