Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-41.53,0,27.6389
1,0,-39.049,0,49.7543
2,0,-27.504,0,44.5547
3,0,-21.806,0,31.3308
4,0,-22.199,0,31.0589
5,0,-17.032,0,32.0618
6,0,-14.933,0,31.4178
7,0,-14.643,0,25.4421
8,0,-19.144,0,47.58
9,0,-16.799,0,43.5077
10,0,-9.949,0,16.5127
11,0,-9.044,0,12.4117
12,0,-8.835,0,12.6705
13,0,-7.149,0,11.746
14,0,-9.446,0,15.8126
15,0,-7.535,0,13.1996
16,0,-6.835,0,10.3657
17,0,-7.063,0,10.3264
18,0,-7.403,0,15.0044
19,0,-10.117,0,33.1836
20,0,-5.611,0,6.14321
21,0,-7.046,0,9.6066
22,0,-7.067,0,10.4363
23,0,-5.923,0,9.18459
24,0,-7.563,0,11.9021
25,0,-5.839,0,8.78325
26,0,-4.197,0,6.05244
27,0,-5.02,0,6.81497
28,0,-8.36,0,31.0467
29,0,-5.046,0,5.91351
30,0,-5.631,0,7.65532
31,0,-6.453,0,12.447
32,0,-4.466,0,5.88623
33,0,-5.996,0,11.3461
34,0,-8.273,0,30.0624
35,0,-7.532,0,22.6586
36,0,-8.368,0,16.4235
37,0,-6.793,0,8.45107
38,0,-6.162,0,7.83212
39,0,-5.524,0,11.5128
40,0,-5.519,0,7.32626
41,0,-7.665,0,17.5017
42,0,-5.74,0,8.91393
43,0,-4.944,0,6.03956
44,0,-4.966,0,6.02371
45,0,-7.907,0,16.6125
46,0,-6.539,0,10.5261
47,0,-7.494,0,14.7927
48,0,-5.962,0,9.17154
49,0,-5.177,0,7.82929
50,0,-4.032,0,4.96041
51,0,-6.282,0,13.4888
52,0,-6.12,0,9.37017
53,0,-4.782,0,5.26641
54,0,-5.611,0,8.36203
55,0,-6.378,0,12.2261
56,0,-4.55,0,5.79726
57,0,-6.014,0,8.2645
58,0,-5.683,0,7.22666
59,0,-5.67,0,7.81647
60,0,-6.119,0,8.6799
61,0,-6.305,0,10.7711
62,0,-6.53,0,10.7796
63,0,-5.82,0,10.7591
64,0,-5.384,0,7.7439
65,0,-5.064,0,6.35808
66,0,-4.666,0,6.29531
67,0,-6.292,0,8.99418
68,0,-7.975,0,19.3764
69,0,-5.775,0,7.71894
70,0,-11.148,0,35.5003
71,0,-6.709,0,14.3629
72,0,-11.564,0,34.8935
73,0,-7.532,0,12.6856
74,0,-9.159,0,30.7315
75,0,-6.45,0,9.12858
76,0,-9.448,0,31.5321
77,0,-4.909,0,5.2983
78,0,-7.628,0,17.7589
79,0,-7.791,0,19.8679
80,0,-5.582,0,6.66197
81,0,-5.223,0,5.61268
82,0,-6.446,0,11.8005
83,0,-6.477,0,7.59324
84,0,-6.389,0,6.87977
85,0,-5.513,0,6.73826
86,0,-7.893,0,10.5511
87,0,-6.744,0,10.1492
88,0,-6.139,0,7.83262
89,0,-6.285,0,8.20462
90,0,-5.113,0,6.44645
91,0,-7.287,0,15.0253
92,0,-6.661,0,10.9137
93,0,-8.253,0,13.3887
94,0,-5.699,0,7.71068
95,0,-6.88,0,8.86164
96,0,-7.664,0,9.25131
97,0,-6.675,0,7.16335
98,0,-8.196,0,14.6669
99,0,-8.353,0,10.3777
