Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-56.32,0,14.9057
1,0,-57.606,0,88.7683
2,0,-38.525,0,70.3887
3,0,-23.781,0,41.5874
4,0,-13.008,0,19.9894
5,0,-19.314,0,37.91
6,0,-14.183,0,33.4984
7,0,-15.523,0,44.1741
8,0,-8.126,0,10.0422
9,0,-8.772,0,10.1155
10,0,-9.876,0,18.1739
11,0,-8.96,0,11.5109
12,0,-10.762,0,31.303
13,0,-6.945,0,13.1808
14,0,-9.033,0,13.3344
15,0,-10.263,0,22.8483
16,0,-8.817,0,14.0667
17,0,-8.027,0,11.4041
18,0,-10.476,0,31.6712
19,0,-8.589,0,13.6751
20,0,-10.86,0,31.7126
21,0,-11.434,0,31.8421
22,0,-8.367,0,10.0439
23,0,-6.954,0,11.5577
24,0,-6.09,0,7.56533
25,0,-7.077,0,9.32129
26,0,-11.144,0,30.9557
27,0,-7.487,0,12.5871
28,0,-5.973,0,8.44897
29,0,-6.738,0,11.4061
30,0,-5.766,0,7.05684
31,0,-7.398,0,11.3366
32,0,-11.297,0,33.5997
33,0,-12.823,0,42.4281
34,0,-8.366,0,18.9651
35,0,-8.104,0,10.3994
36,0,-9.951,0,16.1112
37,0,-8.513,0,16.4057
38,0,-6.49,0,9.61537
39,0,-8.594,0,30.2219
40,0,-6.661,0,8.30806
41,0,-7.186,0,11.2831
42,0,-6.797,0,9.69163
43,0,-8.117,0,15.7861
44,0,-12.429,0,38.075
45,0,-7.744,0,10.6011
46,0,-5.776,0,7.45222
47,0,-6.263,0,14.2124
48,0,-6.157,0,7.01986
49,0,-5.992,0,8.33999
50,0,-6.455,0,9.70154
51,0,-7.465,0,12.4815
52,0,-7.708,0,10.884
53,0,-6.542,0,7.92625
54,0,-6.181,0,8.55678
55,0,-5.922,0,7.14586
56,0,-7.289,0,10.6157
57,0,-7.347,0,10.4321
58,0,-5.805,0,8.27271
59,0,-6.924,0,9.2548
60,0,-6.954,0,17.779
61,0,-9.841,0,31.882
62,0,-6.749,0,8.53826
63,0,-7.188,0,11.5021
64,0,-7.752,0,14.294
65,0,-6.724,0,9.54701
66,0,-5.332,0,6.82537
67,0,-8.351,0,30.1697
68,0,-5.174,0,6.9067
69,0,-9.579,0,30.7806
70,0,-6.313,0,8.4371
71,0,-5.246,0,7.73851
72,0,-8.508,0,13.9934
73,0,-7.185,0,11.1101
74,0,-6.867,0,8.26834
75,0,-12.822,0,42.6487
76,0,-9.662,0,30.5304
77,0,-9.711,0,33.4473
78,0,-7.847,0,15.048
79,0,-6.033,0,9.07581
80,0,-9.26,0,24.6256
81,0,-6.243,0,9.33534
82,0,-10.201,0,33.1265
83,0,-6.664,0,17.5363
84,0,-7.088,0,12.1316
85,0,-6.745,0,8.32803
86,0,-7.201,0,10.3537
87,0,-5.906,0,7.75072
88,0,-8.744,0,30.1361
89,0,-6.305,0,10.6102
90,0,-5.874,0,12.6006
91,0,-6.293,0,14.0584
92,0,-6.484,0,9.25234
93,0,-5.717,0,9.00822
94,0,-6.886,0,9.5864
95,0,-9.277,0,31.6805
96,0,-7.909,0,13.6247
97,0,-4.962,0,7.64331
98,0,-6.351,0,12.5414
99,0,-6.729,0,13.1929
