Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-2908.52,0,659.929
1,0,-1570.17,0,639.463
2,0,-1168.14,0,778.018
3,0,-962.24,0,834.198
4,0,-612.08,0,599.875
5,0,-580.09,0,693.485
6,0,-351.05,0,366.275
7,0,-328.89,0,298.954
8,0,-334.49,0,346.821
9,0,-250.52,0,327.989
10,0,-209.27,0,100.115
11,0,-194.31,0,77.2197
12,0,-193.02,0,122.996
13,0,-181.73,0,42.4927
14,0,-171.26,0,34.4467
15,0,-168.26,0,31.1755
16,0,-164.38,0,28.0392
17,0,-160.78,0,18.7534
18,0,-161.04,0,19.9448
19,0,-158.71,0,11.8903
20,0,-159.47,0,17.5795
21,0,-157.65,0,9.33482
22,0,-157.42,0,10.3818
23,0,-157.78,0,6.86019
24,0,-159.34,0,10.6156
25,0,-159.03,0,7.02874
26,0,-158.41,0,7.40338
27,0,-157.73,0,5.43995
28,0,-158.04,0,7.75629
29,0,-159.45,0,6.32036
30,0,-160.61,0,12.057
31,0,-159.57,0,6.96928
32,0,-159.95,0,9.63409
33,0,-159.8,0,7.13931
34,0,-158.76,0,8.38724
35,0,-160.2,0,7.26553
36,0,-159.07,0,6.99387
37,0,-158.47,0,11.096
38,0,-159.34,0,6.9837
39,0,-159.55,0,8.97963
