Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-219.71,0,131.332
1,0,-98.21,0,64.3989
2,0,-74.07,0,42.634
3,0,-56.9,0,26.5393
4,0,-47.74,0,19.7957
5,0,-41.15,0,15.2331
6,0,-39.78,0,16.7908
7,0,-38.98,0,16.4415
8,0,-36.54,0,12.8153
9,0,-32.85,0,8.43678
10,0,-31.17,0,10.6809
11,0,-28.99,0,5.69333
12,0,-27.87,0,6.17531
13,0,-26.71,0,6.31704
14,0,-23.24,0,4.40413
15,0,-21.88,0,3.1791
16,0,-20.02,0,2.95413
17,0,-18.77,0,2.81359
18,0,-16.85,0,3.00294
19,0,-15.23,0,2.74453
