Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,9,0,0,0
4,11,0,0,0
5,31,0,0,0
6,9,0,0,0
7,9,0,0,0
8,133.34,0,14.3365,0
9,91.24,0,63.6013,0
10,20.3,0,13.1401,0
11,23.8,0,18.3103,0
12,9,0,0,0
13,17.04,0,1.80656,0
14,9.4,0,0.494872,0
15,15.94,0,9.36866,0
16,12.52,0,3.14442,0
17,9.4,0,2.82843,0
18,9,0,0,0
19,23.64,0,12.8948,0
20,14.8,0,4.60257,0
21,9.58,0,3.56908,0
22,9,0,0,0
23,14.82,0,6.25541,0
24,15.16,0,5.51569,0
25,15.08,0,7.12524,0
26,11.16,0,2.01383,0
27,16.54,0,8.57431,0
28,9.6,0,2.9966,0
29,22.46,0,12.3771,0
30,9.14,0,0.989949,0
31,18.4,0,9.78754,0
32,19.14,0,9.01701,0
33,25.54,0,4.75184,0
34,13.62,0,7.17959,0
35,34.26,0,24.75,0
36,14.28,0,5.27234,0
37,21.36,0,17.9986,0
38,20.16,0,10.4342,0
39,14.66,0,1.45139,0
40,10.88,0,5.92346,0
41,13.82,0,4.74961,0
42,19.74,0,10.437,0
43,14.68,0,11.9888,0
44,12.94,0,7.00265,0
45,10.32,0,4.74423,0
46,12.5,0,5.42575,0
47,10.56,0,3.16331,0
48,22.14,0,15.1671,0
49,24.84,0,14.7722,0
