Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,21.42,0,14.6177,0
1,17.36,0,10.7528,0
2,22.84,0,15.5463,0
3,22.68,0,16.5115,0
4,18.9,0,12.2811,0
5,20.62,0,12.2423,0
6,19.34,0,11.9942,0
7,23.86,0,17.8039,0
8,22.96,0,15.1509,0
9,18.82,0,10.766,0
10,20.48,0,12.6576,0
11,20.84,0,14.9548,0
12,19.58,0,10.9639,0
13,22.1,0,15.2453,0
14,20.74,0,16.6963,0
15,21.3,0,18.0829,0
16,20.62,0,10.8381,0
17,24.1,0,18.1976,0
18,20.28,0,11.8477,0
19,18.18,0,9.18226,0
20,21.02,0,15.4464,0
21,18.28,0,9.94483,0
22,21.84,0,15.2186,0
23,20.04,0,13.4361,0
24,21.2,0,14.7869,0
25,18.4,0,12.1201,0
26,18.82,0,13.2799,0
27,20.72,0,17.1346,0
28,17.54,0,9.35951,0
29,26.04,0,20.1757,0
30,19.68,0,12.2282,0
31,24.74,0,20.684,0
32,21.48,0,14.8066,0
33,24.04,0,19.3274,0
34,19.56,0,9.92042,0
35,20.86,0,12.5601,0
36,20.8,0,10.9134,0
37,22.32,0,14.5243,0
38,20.94,0,10.4655,0
39,18.58,0,12.4999,0
40,17.44,0,10.5756,0
41,21.86,0,15.8411,0
42,17.78,0,8.49079,0
43,21.4,0,10.7476,0
44,19,0,8.75284,0
45,22.36,0,14.8801,0
46,20.54,0,12.1121,0
47,19.82,0,12.1129,0
48,19.84,0,12.1426,0
49,21.42,0,12.5537,0
