Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,14.22,0,7.64864
1,0,11.58,0,4.56289
2,0,10.68,0,1.85648
3,0,10.32,0,1.85648
4,0,12.08,0,5.09838
5,0,10.82,0,2.0473
6,0,11.04,0,2.0698
7,0,14.08,0,11.3656
8,0,11.26,0,4.04974
9,0,13.32,0,14.4002
10,0,19.74,0,45.9751
11,0,26.52,0,73.2093
12,0,41.38,0,122.012
13,0,63.76,0,185.301
14,0,106.3,0,246.753
15,0,106.76,0,231.466
16,0,130.56,0,240.319
17,0,196.3,0,300.433
18,0,208.9,0,301.89
19,0,344.36,0,350.542
20,0,244.2,0,310.721
21,0,289.78,0,361.481
22,0,249.78,0,302.272
23,0,331.8,0,363.778
24,0,272,0,357.793
25,0,297.22,0,342.542
26,0,336.62,0,344.362
27,0,336.84,0,353.91
28,0,249.88,0,337.521
29,0,302.04,0,348.951
30,0,332.24,0,338.261
31,0,370.86,0,379.476
32,0,363.28,0,364.139
33,0,283.4,0,317.619
34,0,294.22,0,296.37
35,0,379.4,0,344.378
36,0,429.16,0,395.77
37,0,305.08,0,345.331
38,0,403.42,0,423.695
39,0,357.58,0,402.801
40,0,396.2,0,407.088
41,0,379.24,0,407.061
42,0,422.74,0,412.602
43,0,489.04,0,420.875
44,0,324.84,0,415.882
45,0,379.52,0,408.374
46,0,305.92,0,382.246
47,0,403.96,0,409.191
48,0,351.78,0,382.116
49,0,456.16,0,404.149
