Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,21.44,0,10.7896
1,0,16.28,0,8.21407
2,0,17.06,0,9.87971
3,0,19.2,0,16.0497
4,0,15.88,0,8.61096
5,0,19.02,0,13.0047
6,0,18.34,0,8.23038
7,0,17.04,0,8.93276
8,0,16.66,0,10.8357
9,0,18.6,0,13.0071
10,0,16.48,0,8.93797
11,0,16.22,0,10.1706
12,0,17.18,0,12.5189
13,0,17.02,0,11.626
14,0,16.66,0,8.33143
15,0,15.96,0,8.55226
16,0,17.98,0,10.2827
17,0,18.22,0,12.4134
18,0,18.6,0,10.8383
19,0,19.28,0,12.4753
20,0,20.26,0,13.7393
21,0,18.36,0,15.5993
22,0,17.84,0,10.082
23,0,19.94,0,14.7833
24,0,16.88,0,9.35172
25,0,18.84,0,13.4063
26,0,17.04,0,9.61495
27,0,16.56,0,10.5756
28,0,14.64,0,7.38106
29,0,16.98,0,11.1016
30,0,15.56,0,7.70942
31,0,16.98,0,10.3598
32,0,17.5,0,8.5051
33,0,17.18,0,14.3579
34,0,15.78,0,7.18073
35,0,18.58,0,11.6848
36,0,16.82,0,11.3994
37,0,17.66,0,9.22643
38,0,17.06,0,9.84453
39,0,16.68,0,10.4206
40,0,16.5,0,10.9307
41,0,18.28,0,11.051
42,0,15.56,0,7.3794
43,0,15.48,0,8.57914
44,0,15.34,0,11.0926
45,0,19.36,0,16.0099
46,0,18.92,0,13.1364
47,0,19.84,0,15.777
48,0,18.28,0,10.0428
49,0,16.84,0,10.1486
