Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-1807.08,0,296.572
1,0,-1141.05,0,423.407
2,0,-952.01,0,558.042
3,0,-684.7,0,696.916
4,0,-467.98,0,430.009
5,0,-416.98,0,466.41
6,0,-331.44,0,363.554
7,0,-240.2,0,126.47
8,0,-247.84,0,198.922
9,0,-225.25,0,86.6158
10,0,-220.86,0,70.3265
11,0,-213.2,0,54.4834
12,0,-208.5,0,71.7685
13,0,-202.66,0,48.0253
14,0,-205.88,0,45.0679
15,0,-197.79,0,39.3847
16,0,-204.55,0,44.7289
17,0,-199.5,0,43.333
18,0,-189.88,0,32.6169
19,0,-195.52,0,31.9796
20,0,-185.76,0,32.7775
21,0,-183.06,0,32.5985
22,0,-183.63,0,28.7678
23,0,-195.06,0,37.8375
24,0,-199.02,0,40.4265
25,0,-190.84,0,34.7803
26,0,-189.8,0,33.9408
27,0,-196.95,0,39.03
28,0,-195.97,0,33.6519
29,0,-195.75,0,37.2039
30,0,-188.32,0,32.2246
31,0,-194.29,0,33.6102
32,0,-190.38,0,32.0891
33,0,-195.45,0,31.8216
34,0,-196.36,0,30.5563
35,0,-196.73,0,32.3013
36,0,-196.31,0,33.6316
37,0,-200.28,0,34.9337
38,0,-197.08,0,30.5315
39,0,-197.34,0,36.0813
