Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-3446.58,0,646.89
1,0,-1388.97,0,531.816
2,0,-1150.43,0,547.145
3,0,-982.63,0,657.503
4,0,-706.36,0,555.345
5,0,-578.56,0,578.407
6,0,-503.02,0,520.112
7,0,-400.73,0,436.719
8,0,-387.09,0,448.105
9,0,-340.94,0,291.472
10,0,-246.83,0,89.3454
11,0,-239.72,0,113.696
12,0,-216.84,0,59.5645
13,0,-215.42,0,56.9512
14,0,-228.21,0,202.454
15,0,-206.91,0,58.0293
16,0,-208.86,0,51.5615
17,0,-200.56,0,45.0228
18,0,-187.76,0,42.6357
19,0,-189.85,0,37.9812
20,0,-187.81,0,38.2537
21,0,-189.53,0,41.9052
22,0,-185.63,0,36.0019
23,0,-188.1,0,42.3815
24,0,-193.51,0,41.4586
25,0,-182.84,0,35.5598
26,0,-188.12,0,36.5124
27,0,-189.82,0,42.0333
28,0,-182.5,0,37.9714
29,0,-186.31,0,36.7472
30,0,-189.14,0,40.881
31,0,-184.36,0,36.0453
32,0,-178.1,0,27.92
33,0,-184.88,0,38.372
34,0,-186.86,0,37.8316
35,0,-186.44,0,40.0707
36,0,-182.57,0,36.6722
37,0,-187.35,0,38.4667
38,0,-182.39,0,34.9021
39,0,-184.46,0,34.7134
