Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,20.86,0,9.84784
1,0,17.8,0,11.4089
2,0,18.62,0,10.4097
3,0,19.28,0,12.0289
4,0,19.12,0,10.2751
5,0,20.34,0,10.6687
6,0,16.48,0,8.13719
7,0,18.32,0,9.31411
8,0,17.1,0,7.65919
9,0,16.22,0,9.49821
10,0,17.74,0,11.693
11,0,18.7,0,9.20126
12,0,16.2,0,8.54759
13,0,18.72,0,11.3714
14,0,18.52,0,11.4647
15,0,18.96,0,10.7949
16,0,19.54,0,12.1776
17,0,15.72,0,7.11721
18,0,17.78,0,9.71069
19,0,16.96,0,9.99788
20,0,21.08,0,14.5249
21,0,20.4,0,15.101
22,0,16.2,0,8.5857
23,0,18.48,0,10.7878
24,0,19.44,0,10.6793
25,0,17.34,0,10.0196
26,0,20.36,0,11.766
27,0,20.12,0,12.5123
28,0,18.7,0,10.7632
29,0,22,0,14.7621
30,0,17.92,0,11.8129
31,0,19.66,0,12.3695
32,0,17.96,0,12.0576
33,0,17.64,0,8.28266
34,0,19.44,0,10.3395
35,0,19.38,0,14.0086
36,0,16.76,0,9.26164
37,0,16.56,0,9.36158
38,0,18.28,0,10.3056
39,0,17.58,0,9.83972
40,0,20.58,0,11.1577
41,0,17.58,0,7.40956
42,0,15.88,0,7.72919
43,0,22.08,0,15.6959
44,0,18.42,0,10.5619
45,0,20.02,0,11.6154
46,0,17.86,0,8.99662
47,0,17.16,0,10.2068
48,0,21.36,0,12.3961
49,0,16.52,0,9.86281
