Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9.02,0,0.141421,0
1,9.04,0,0.282843,0
2,9.12,0,0.435187,0
3,9,0,0,0
4,9,0,0,0
5,9,0,0,0
6,9,0,0,0
7,9,0,0,0
8,9.08,0,0.565685,0
9,29.1,0,141.696,0
10,29.16,0,141.687,0
11,29.94,0,141.575,0
12,50.04,0,198.147,0
13,114.82,0,302.674,0
14,54.84,0,198.38,0
15,21.8,0,36.3554,0
16,106.04,0,272.553,0
17,81.8,0,239.959,0
18,60.52,0,199.359,0
19,83.44,0,236.44,0
20,183.88,0,365.395,0
21,98.88,0,273.98,0
22,118.34,0,302.373,0
23,126.4,0,283.016,0
24,202.94,0,384.427,0
25,125.38,0,301.118,0
26,141,0,304.736,0
27,580.7,0,491.728,0
28,256.08,0,429.799,0
29,210.04,0,368.006,0
30,388.58,0,431.175,0
31,242.46,0,370.437,0
32,220.7,0,373.135,0
33,317.14,0,421.825,0
34,385.92,0,446.752,0
35,351,0,438.961,0
36,379.62,0,464.86,0
37,471.42,0,483.363,0
38,408.32,0,456.61,0
39,426.9,0,471.493,0
40,482.56,0,480.345,0
41,355.02,0,451.696,0
42,577.88,0,490.54,0
43,419.5,0,489.241,0
44,519.94,0,497.438,0
45,466.3,0,490.712,0
46,576.62,0,481.538,0
47,527.48,0,490.984,0
48,565.12,0,489.796,0
49,596.1,0,485.606,0
