Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-37.293,0,7.19325
1,0,-30.936,0,41.3311
2,0,-19.379,0,27.3169
3,0,-21.731,0,33.5875
4,0,-17.121,0,28.6038
5,0,-14.381,0,23.5677
6,0,-15.719,0,28.3778
7,0,-10.228,0,12.8762
8,0,-15.136,0,40.1542
9,0,-12.982,0,33.9241
10,0,-7.899,0,8.44719
11,0,-13.062,0,31.8975
12,0,-10.326,0,30.6933
13,0,-12.526,0,33.1764
14,0,-10.104,0,30.7748
15,0,-8.024,0,14.2124
16,0,-6.7,0,7.99363
17,0,-7.05,0,8.65388
18,0,-8.99,0,14.3167
19,0,-8.446,0,19.5684
20,0,-7.284,0,10.5381
21,0,-7.302,0,9.80134
22,0,-6.569,0,8.18139
23,0,-12.719,0,38.1612
24,0,-5.72,0,6.29651
25,0,-6.445,0,14.7202
26,0,-6.672,0,9.63685
27,0,-8.591,0,26.9512
28,0,-5.027,0,5.75852
29,0,-5.333,0,8.7891
30,0,-5.531,0,6.69815
31,0,-4.945,0,8.6335
32,0,-5.447,0,6.94965
33,0,-4.568,0,6.46101
34,0,-4.831,0,10.8015
35,0,-5.017,0,7.58969
36,0,-4.12,0,5.66296
37,0,-4.691,0,6.8045
38,0,-5.257,0,13.9309
39,0,-4.559,0,8.04598
40,0,-6.203,0,16.2571
41,0,-4.632,0,6.89883
42,0,-4.549,0,6.84041
43,0,-3.878,0,5.70406
44,0,-4.141,0,4.84947
45,0,-7.796,0,30.8247
46,0,-7.489,0,30.4108
47,0,-3.985,0,5.35858
48,0,-8.168,0,31.301
49,0,-4.623,0,6.79114
50,0,-5.884,0,9.04116
51,0,-3.878,0,6.51921
52,0,-3.949,0,5.99383
53,0,-4.911,0,6.39504
54,0,-6.844,0,19.4929
55,0,-6.742,0,18.3152
56,0,-3.87,0,4.94204
57,0,-5.507,0,11.1394
58,0,-4.187,0,4.57994
59,0,-5.568,0,8.11372
60,0,-4.521,0,5.48226
61,0,-4.226,0,6.38848
62,0,-4.854,0,6.72214
63,0,-4.905,0,6.8935
64,0,-5.134,0,7.41656
65,0,-7.72,0,25.968
66,0,-4.185,0,5.72108
67,0,-4.401,0,6.10576
68,0,-5.161,0,8.42976
69,0,-3.426,0,6.20561
70,0,-5.05,0,6.16329
71,0,-6,0,10.3274
72,0,-4.322,0,6.59395
73,0,-5.279,0,6.71498
74,0,-4.625,0,6.42161
75,0,-4.528,0,5.8175
76,0,-6.169,0,11.9357
77,0,-5.297,0,7.12085
78,0,-4.884,0,6.94656
79,0,-4.013,0,5.33851
80,0,-4.581,0,5.93374
81,0,-4.416,0,6.00563
82,0,-7.438,0,30.1604
83,0,-6.253,0,15.7553
84,0,-5.149,0,5.82011
85,0,-4.949,0,6.65214
86,0,-7.199,0,30.154
87,0,-4.562,0,5.8376
88,0,-6.505,0,10.8812
89,0,-6.419,0,11.6588
90,0,-7.275,0,14.0681
91,0,-6.462,0,9.95145
92,0,-5.91,0,11.206
93,0,-5.417,0,8.12704
94,0,-7.343,0,10.4092
95,0,-6.807,0,9.45408
96,0,-7.447,0,11.025
97,0,-6.764,0,8.19743
98,0,-6.121,0,11.9083
99,0,-7.544,0,13.1439
