Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,9,0,0,0
4,9,0,0,0
5,9,0,0,0
6,9,0,0,0
7,9,0,0,0
8,9,0,0,0
9,9,0,0,0
10,9,0,0,0
11,9,0,0,0
12,9,0,0,0
13,9,0,0,0
14,9,0,0,0
15,9,0,0,0
16,9.06,0,0.424264,0
17,9.02,0,0.141421,0
18,18.04,0,63.7783,0
19,12.42,0,17.112,0
20,18.04,0,56.8514,0
21,21.22,0,79.3374,0
22,21.04,0,78.0646,0
23,10.08,0,0.565685,0
24,11.34,0,9.62058,0
25,19.06,0,64.0639,0
26,12.4,0,16.9706,0
27,36.48,0,147.86,0
28,16.28,0,44.5508,0
29,15.58,0,39.3125,0
30,42.9,0,166.759,0
31,15.96,0,42.2881,0
32,34.14,0,143.946,0
33,12.82,0,20.0852,0
34,16.5,0,45.9619,0
35,16.62,0,46.5227,0
36,17.46,0,48.0706,0
37,21.18,0,78.1912,0
38,16.38,0,41.9002,0
39,25.36,0,90.6459,0
40,50.08,0,198.139,0
41,30.04,0,141.56,0
42,30.1,0,141.552,0
43,29.94,0,140.853,0
44,41.3,0,154.121,0
45,49.92,0,187.396,0
46,30.12,0,90.2678,0
47,54.16,0,199.435,0
48,84.92,0,258.623,0
49,33.54,0,142.159,0
