Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,10.32,0,1.88917,0
1,10.22,0,1.76462,0
2,10.06,0,1.31568,0
3,10.26,0,1.7357,0
4,10.14,0,1.66611,0
5,10.12,0,1.18907,0
6,10.04,0,1.428,0
7,9.68,0,0.913392,0
8,10.04,0,1.35466,0
9,10.12,0,1.33463,0
10,10.02,0,1.80125,0
11,9.98,0,1.37752,0
12,10.48,0,1.71714,0
13,9.88,0,1.30368,0
14,9.82,0,1.4665,0
15,10.22,0,1.51577,0
16,10.4,0,1.6413,0
17,10.24,0,1.55917,0
18,10.54,0,1.72863,0
19,10.06,0,1.30008,0
20,10.5,0,1.64441,0
21,9.92,0,1.24278,0
22,10.68,0,2.67597,0
23,10.62,0,1.96801,0
24,10.58,0,2.3043,0
25,10.22,0,1.87671,0
26,10.88,0,2.66986,0
27,11.56,0,3.90269,0
28,11.34,0,2.66963,0
29,12.2,0,3.2639,0
30,12,0,2.85714,0
31,12.72,0,4.22838,0
32,13.88,0,5.12553,0
33,15.36,0,6.49257,0
34,17.78,0,8.25435,0
35,16.28,0,5.24906,0
36,17.48,0,7.03124,0
37,17.54,0,7.80426,0
38,18.06,0,6.94118,0
39,22.04,0,10.3588,0
40,21.88,0,10.7961,0
41,20.78,0,9.16357,0
42,21.84,0,9.63277,0
43,20.06,0,7.26864,0
44,20.54,0,8.84148,0
45,20.34,0,8.86546,0
46,20.02,0,6.56052,0
47,20.46,0,7.4593,0
48,19.12,0,7.72391,0
49,21.58,0,9.36579,0
