Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,14.32,0,6.22516
1,0,12.34,0,4.53832
2,0,11.64,0,2.91204
3,0,12.2,0,3.68671
4,0,11.26,0,2.22059
5,0,11.28,0,2.78509
6,0,12.3,0,3.24037
7,0,11.88,0,3.2679
8,0,11.7,0,3.84522
9,0,12.58,0,8.29086
10,0,14.66,0,23.4369
11,0,16.16,0,30.2273
12,0,19.48,0,42.1229
13,0,18.52,0,34.0067
14,0,28.68,0,80.6184
15,0,26.72,0,66.2654
16,0,23.58,0,43.6255
17,0,42.7,0,114.773
18,0,40.62,0,94.7889
19,0,40.66,0,97.3962
20,0,54.02,0,122.199
21,0,36.44,0,115.448
22,0,55.12,0,147.869
23,0,49.64,0,102.246
24,0,71.96,0,163.453
25,0,81.9,0,154.086
26,0,85.36,0,165.922
27,0,99.72,0,184.872
28,0,104.9,0,181.297
29,0,97.6,0,128.614
30,0,140.44,0,207.095
31,0,174.96,0,264.906
32,0,144.3,0,177.909
33,0,156.12,0,185.921
34,0,231.66,0,278.419
35,0,203.08,0,228.711
36,0,291.42,0,268.677
37,0,221.76,0,222.268
38,0,206,0,220.786
39,0,260.82,0,242.437
40,0,303.54,0,237.984
41,0,294.72,0,263.191
42,0,229.82,0,186.335
43,0,282.62,0,237.087
44,0,327.88,0,301.723
45,0,226.26,0,251.999
46,0,220.32,0,232.951
47,0,264.42,0,212.214
48,0,250.14,0,242.475
49,0,277.34,0,245.98
