Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,18.58,0,12.7184
1,0,9.38,0,0.696639
2,0,9.48,0,0.838852
3,0,9.56,0,0.760236
4,0,9.2,0,0.494872
5,0,9.4,0,1.16058
6,0,9.24,0,0.517451
7,0,9.4,0,0.857143
8,0,9.22,0,0.545482
9,0,9.54,0,1.01439
10,0,9.34,0,0.960655
11,0,9.42,0,0.991597
12,0,9.44,0,0.92934
13,0,9.4,0,0.782461
14,0,9.44,0,0.836904
15,0,9.36,0,0.597956
16,0,9.26,0,0.803309
17,0,9.36,0,0.721676
18,0,9.78,0,1.21706
19,0,9.58,0,1.08965
20,0,9.38,0,0.752953
21,0,9.54,0,1.19881
22,0,9.32,0,0.740656
23,0,9.6,0,1.03016
24,0,9.38,0,0.779586
25,0,9.28,0,0.757008
26,0,9.36,0,0.984782
27,0,9.42,0,1.19676
28,0,9.28,0,0.536048
29,0,9.52,0,0.908913
30,0,9.56,0,1.10951
31,0,9.44,0,0.860944
32,0,9.22,0,0.50669
33,0,9.16,0,0.509502
34,0,9.32,0,0.712569
35,0,9.44,0,0.786623
36,0,9.46,0,0.973317
37,0,9.48,0,0.862838
38,0,9.34,0,0.626295
39,0,9.42,0,0.758355
40,0,9.7,0,1.11117
41,0,9.32,0,0.652781
42,0,9.32,0,0.843704
43,0,9.5,0,0.735402
44,0,9.8,0,1.30931
45,0,9.5,0,1.12938
46,0,9.42,0,0.758355
47,0,9.42,0,0.927802
48,0,9.74,0,1.52275
49,0,9.54,0,0.885484
