Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,21.48,0,10.2285
1,0,16.74,0,11.3799
2,0,17.98,0,9.15956
3,0,21.4,0,11.2631
4,0,18.94,0,10.8316
5,0,20.38,0,14.9324
6,0,21.1,0,15.6221
7,0,21.22,0,10.8915
8,0,19.86,0,13.0541
9,0,20.26,0,9.68864
10,0,20.24,0,14.0299
11,0,19.98,0,10.2986
12,0,19.42,0,11.9507
13,0,21.78,0,12.5816
14,0,19.68,0,11.1051
15,0,20.38,0,11.3729
16,0,18.8,0,9.9591
17,0,17.42,0,10.0551
18,0,21.4,0,13.029
19,0,17.8,0,9.46745
20,0,19.88,0,11.5981
21,0,19.16,0,10.0415
22,0,17.08,0,6.79387
23,0,19.84,0,11.0774
24,0,18.36,0,8.96196
25,0,19.82,0,15.2083
26,0,22.84,0,13.9772
27,0,19.5,0,7.77817
28,0,17.74,0,7.05607
29,0,20.72,0,12.8334
30,0,17.88,0,8.61806
31,0,19.72,0,11.5105
32,0,17.96,0,10.4783
33,0,17.1,0,9.64735
34,0,21.06,0,14.7239
35,0,18.42,0,7.07421
36,0,19.46,0,10.4476
37,0,19.82,0,12.3101
38,0,21.04,0,12.4392
39,0,18.76,0,11.2333
40,0,18.22,0,10.2425
41,0,20.02,0,9.19292
42,0,19.64,0,11.8335
43,0,17.94,0,9.71515
44,0,18.6,0,10.226
45,0,21.44,0,11.4164
46,0,20.16,0,10.6241
47,0,22.28,0,13.7426
48,0,21.36,0,14.2911
49,0,15.9,0,7.01383
