Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,16.38,0,11.1298
1,0,15.4,0,10.9582
2,0,31.5,0,61.6839
3,0,43.58,0,81.8511
4,0,50.94,0,112.171
5,0,99.86,0,202.452
6,0,129.26,0,227.993
7,0,111.64,0,199.6
8,0,125.22,0,219.101
9,0,161.14,0,256.043
10,0,246.36,0,331.679
11,0,191.8,0,265.793
12,0,185.2,0,281.552
13,0,282.88,0,312.063
14,0,259.02,0,334.695
15,0,250.38,0,353.5
16,0,313.78,0,369.477
17,0,276.54,0,355.45
18,0,359.92,0,396.657
19,0,248.44,0,334.446
20,0,306.82,0,384.804
21,0,300.96,0,364.497
22,0,301.74,0,336.505
23,0,407.8,0,376.047
24,0,392.92,0,381.757
25,0,312.24,0,351.857
26,0,420.84,0,426.9
27,0,307.66,0,357.962
28,0,439.64,0,394.248
29,0,428.36,0,386.049
30,0,466.22,0,386.179
31,0,466.48,0,433.157
32,0,423.86,0,403.933
33,0,395.84,0,397.972
34,0,483.4,0,412.451
35,0,385.2,0,395.425
36,0,414.76,0,405.406
37,0,471.22,0,429.576
38,0,431.72,0,415.363
39,0,379.36,0,402.55
40,0,365.5,0,386.283
41,0,427.34,0,415.147
42,0,402.52,0,380.935
43,0,427.14,0,413.087
44,0,541.24,0,411.026
45,0,383.6,0,404.219
46,0,477.78,0,416.467
47,0,339.78,0,402.182
48,0,502.7,0,429.158
49,0,408.92,0,396.92
