Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,15.84,0,7.68609
1,0,14.24,0,7.05535
2,0,12.44,0,4.01101
3,0,14.02,0,7.83891
4,0,12.46,0,4.62562
5,0,19.22,0,27.1348
6,0,31,0,62.9347
7,0,33.64,0,44.6363
8,0,48.5,0,70.0747
9,0,40.84,0,71.039
10,0,42.44,0,67.4574
11,0,71.98,0,117.011
12,0,48.7,0,71.4526
13,0,43.82,0,66.2792
14,0,69.1,0,81.9543
15,0,88.22,0,113.878
16,0,82.9,0,109.139
17,0,89.6,0,129.286
18,0,98.96,0,147.012
19,0,97.66,0,98.119
20,0,86.36,0,90.9004
21,0,114.2,0,137.106
22,0,96.22,0,92.5876
23,0,100.14,0,122.735
24,0,124.12,0,133.98
25,0,130.34,0,147.719
26,0,117.56,0,136.511
27,0,135.3,0,117.997
28,0,108.38,0,99.2379
29,0,137.36,0,164.255
30,0,123.8,0,108.307
31,0,107.5,0,107.506
32,0,114.76,0,133.404
33,0,142.24,0,141.293
34,0,138.32,0,117.2
35,0,112.76,0,118.164
36,0,136.86,0,116.702
37,0,144.22,0,166.496
38,0,129.08,0,119.501
39,0,154.06,0,144.394
40,0,156.44,0,172.816
41,0,123.04,0,119.4
42,0,150.58,0,160.149
43,0,139.46,0,139.711
44,0,114.8,0,118.011
45,0,145.96,0,131.31
46,0,131.56,0,122.343
47,0,169.8,0,176.974
48,0,168.6,0,148.992
49,0,141.6,0,102.989
