Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,15.3,0,8.57678
1,0,10.1,0,1.66905
2,0,10.16,0,1.39035
3,0,9.94,0,1.21907
4,0,9.94,0,1.47648
5,0,9.9,0,1.19949
6,0,9.76,0,1.27071
7,0,9.78,0,1.09339
8,0,10.36,0,1.9458
9,0,10.22,0,1.51577
10,0,10.1,0,1.90863
11,0,10.02,0,1.30133
12,0,10.44,0,1.48681
13,0,10.06,0,1.57026
14,0,9.78,0,1.31382
15,0,10.16,0,1.47579
16,0,10.26,0,1.66366
17,0,10.08,0,1.4119
18,0,10.06,0,1.37633
19,0,9.86,0,1.1954
20,0,9.98,0,1.42127
21,0,9.76,0,1.25454
22,0,10.34,0,2.38713
23,0,9.94,0,1.46259
24,0,9.98,0,1.34756
25,0,9.92,0,1.49612
26,0,9.9,0,1.35902
27,0,10,0,1.3248
28,0,10.32,0,1.77787
29,0,10.2,0,1.61624
30,0,9.92,0,1.17526
31,0,9.94,0,1.53077
32,0,10.02,0,1.46371
33,0,9.8,0,1.2289
34,0,9.62,0,1.00793
35,0,10.08,0,1.52315
36,0,10.08,0,1.81648
37,0,10.16,0,1.67039
38,0,10.1,0,1.34392
39,0,10.34,0,1.37929
40,0,9.86,0,1.27791
41,0,10.02,0,1.31692
42,0,10.1,0,1.64441
43,0,9.68,0,1.13281
44,0,9.62,0,0.90102
45,0,10,0,1.38505
46,0,9.94,0,1.59604
47,0,10.1,0,1.70533
48,0,10.06,0,2.142
49,0,10.22,0,1.74133
