Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-54.012,0,8.76497
1,0,-47.798,0,52.8664
2,0,-31.269,0,46.0567
3,0,-28.028,0,52.6181
4,0,-18.719,0,27.0859
5,0,-12.421,0,14.729
6,0,-15.616,0,34.7626
7,0,-13.656,0,24.8871
8,0,-13.16,0,32.2867
9,0,-9.616,0,11.225
10,0,-14.336,0,36.8943
11,0,-9.465,0,18.749
12,0,-12.121,0,32.3059
13,0,-9.661,0,29.9326
14,0,-8.11,0,12.8854
15,0,-11.206,0,32.4685
16,0,-11.083,0,33.2921
17,0,-6.716,0,14.0802
18,0,-8.526,0,25.3657
19,0,-6.216,0,10.4425
20,0,-6.237,0,7.20764
21,0,-5.129,0,6.7557
22,0,-5.336,0,6.09823
23,0,-7.002,0,13.0378
24,0,-5.388,0,7.92261
25,0,-7.592,0,11.9975
26,0,-6.005,0,8.29521
27,0,-4.801,0,6.27132
28,0,-9.213,0,32.4006
29,0,-4.907,0,6.15592
30,0,-5.427,0,6.25597
31,0,-6.44,0,8.74724
32,0,-9.578,0,30.7467
33,0,-4.95,0,7.77565
34,0,-4.017,0,5.26475
35,0,-7.064,0,30.5768
36,0,-7.467,0,30.3219
37,0,-6.218,0,11.7744
38,0,-6.583,0,19.8959
39,0,-4.807,0,6.82435
40,0,-5.604,0,11.9374
41,0,-4.643,0,6.22219
42,0,-4.804,0,6.01664
43,0,-6.449,0,12.5059
44,0,-6.544,0,11.6944
45,0,-8.162,0,30.0639
46,0,-4.575,0,5.85418
47,0,-3.995,0,6.77184
48,0,-4.374,0,7.0643
49,0,-4.709,0,5.98559
50,0,-3.893,0,7.73839
51,0,-4.427,0,6.99313
52,0,-5.161,0,10.292
53,0,-3.92,0,5.12522
54,0,-4.258,0,5.48795
55,0,-6.039,0,14.7875
56,0,-6.386,0,23.1772
57,0,-6.881,0,25.066
58,0,-6.508,0,18.8411
59,0,-3.312,0,4.73477
60,0,-6.401,0,30.1432
61,0,-3.061,0,5.73935
62,0,-3.699,0,5.30501
63,0,-4.227,0,7.69378
64,0,-6.132,0,24.771
65,0,-4.159,0,6.96546
66,0,-4.988,0,7.81328
67,0,-6.853,0,30.2294
68,0,-4.395,0,7.06264
69,0,-10.606,0,42.3106
70,0,-5.018,0,8.52399
71,0,-3.031,0,4.3622
72,0,-6.913,0,30.2707
73,0,-3.863,0,4.33132
74,0,-3.863,0,7.51201
75,0,-5.323,0,14.0205
76,0,-4.398,0,7.89177
77,0,-4.949,0,12.9302
78,0,-4.253,0,8.10253
79,0,-5.748,0,17.901
80,0,-3.472,0,4.8905
81,0,-5.53,0,11.8134
82,0,-3.745,0,5.38148
83,0,-4.707,0,10.0304
84,0,-4.701,0,8.42357
85,0,-5.552,0,10.0015
86,0,-6.861,0,15.0627
87,0,-3.537,0,7.77083
88,0,-4.29,0,6.94788
89,0,-6.462,0,22.4516
90,0,-5.522,0,11.5097
91,0,-3.514,0,5.56678
92,0,-5.134,0,15.2758
93,0,-4.465,0,8.36717
94,0,-5.135,0,11.167
95,0,-3.777,0,5.54291
96,0,-7.128,0,11.6583
97,0,-4.887,0,9.21145
98,0,-4.981,0,7.98108
99,0,-5.011,0,7.92983
