Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,15.64,0,9.68643
1,0,11,0,2.32115
2,0,10.62,0,2.32019
3,0,10.36,0,1.93528
4,0,11.52,0,2.71984
5,0,10.82,0,2.10626
6,0,10.48,0,1.47413
7,0,11.04,0,2.3208
8,0,10.86,0,2.16663
9,0,10.92,0,2.04879
10,0,10.7,0,2.12132
11,0,11.16,0,3.05968
12,0,10.44,0,1.70426
13,0,11.3,0,2.64382
14,0,11.24,0,2.47073
15,0,10.98,0,1.73193
16,0,10.92,0,2.92658
17,0,11.44,0,2.31376
18,0,10.36,0,1.65073
19,0,10.32,0,1.50428
20,0,10.32,0,1.5576
21,0,10.84,0,2.45249
22,0,10.58,0,2.15795
23,0,11.04,0,2.26743
24,0,10.62,0,1.90477
25,0,10.88,0,2.41289
26,0,10.54,0,1.63145
27,0,10.66,0,1.64887
28,0,10.68,0,1.75476
29,0,11.46,0,2.73459
30,0,10.6,0,1.87355
31,0,11.06,0,2.16097
32,0,10.94,0,2.28044
33,0,10.64,0,2.23844
34,0,10.76,0,2.2996
35,0,11.38,0,2.57056
36,0,10.12,0,1.47966
37,0,10.76,0,2.1243
38,0,11.42,0,3.38719
39,0,10.6,0,1.95876
40,0,10.66,0,1.81389
41,0,10.9,0,2.43487
42,0,10.54,0,2.48432
43,0,11.08,0,2.51396
44,0,11.68,0,2.90278
45,0,10.46,0,2.13054
46,0,10.58,0,1.79671
47,0,10.6,0,2.53948
48,0,10.8,0,2.51526
49,0,11.58,0,2.68092
