Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,13,0,0,0
4,9,0,0,0
5,9,0,0,0
6,25,0,0,0
7,9,0,0,0
8,9,0,0,0
9,9.4,0,2.82843,0
10,9,0,0,0
11,13.58,0,4.10122,0
12,20.72,0,1.71476,0
13,26.24,0,3.23602,0
14,10.14,0,7.24501,0
15,12.14,0,1.62895,0
16,9.06,0,0.424264,0
17,10.04,0,5.20972,0
18,13.26,0,3.09582,0
19,9.66,0,2.66963,0
20,9.28,0,1.9799,0
21,9,0,0,0
22,25.72,0,7.78287,0
23,9.28,0,1.71476,0
24,17.48,0,9.83795,0
25,9.56,0,2.8867,0
26,18.54,0,4.34347,0
27,9.46,0,2.73459,0
28,9.06,0,0.424264,0
29,10.36,0,6.7786,0
30,20.64,0,3.24358,0
31,9.32,0,1.77787,0
32,15.86,0,3.68123,0
33,9.48,0,2.7645,0
34,15.84,0,7.95231,0
35,20.96,0,11.6075,0
36,16.46,0,8.5074,0
37,25.68,0,5.71229,0
38,9.88,0,2.35294,0
39,20.26,0,5.56523,0
40,10.2,0,4.38923,0
41,20.58,0,4.77275,0
42,10.1,0,5.07193,0
43,18.12,0,11.1769,0
44,22.48,0,4.96206,0
45,15.9,0,8.66202,0
46,31.52,0,21.7089,0
47,20.94,0,15.1191,0
48,12.78,0,3.84543,0
49,15.2,0,5.72142,0
