Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,15.04,0,8.54032
1,0,11.76,0,7.50118
2,0,11.44,0,7.81197
3,0,9.92,0,1.17526
4,0,10.84,0,4.26835
5,0,24.1,0,98.1484
6,0,62.12,0,182.823
7,0,43.52,0,139.464
8,0,63.18,0,196.105
9,0,17.36,0,23.6028
10,0,44.48,0,158.549
11,0,76.46,0,212.098
12,0,132.2,0,248.022
13,0,169.44,0,308.456
14,0,192.44,0,317.309
15,0,244.18,0,334.071
16,0,271,0,363.375
17,0,285.32,0,386.597
18,0,257.02,0,337.498
19,0,329.68,0,397.181
20,0,326.94,0,402.675
21,0,401.24,0,403.866
22,0,413.1,0,417.461
23,0,352.7,0,399.226
24,0,346.7,0,358.188
25,0,403.82,0,447.938
26,0,322.64,0,388.827
27,0,450.74,0,426.657
28,0,311.88,0,412.054
29,0,397.28,0,437.707
30,0,376.32,0,414.845
31,0,346.66,0,384.283
32,0,411.08,0,405.15
33,0,440.44,0,410.622
34,0,467.96,0,444.729
35,0,563.24,0,426.357
36,0,416.62,0,400.036
37,0,535.08,0,415.059
38,0,467.58,0,434.73
39,0,437.92,0,426.426
40,0,484.26,0,470.04
41,0,450.74,0,432.913
42,0,468.78,0,446.294
43,0,425.44,0,424.246
44,0,465.74,0,428.769
45,0,548.96,0,432.439
46,0,512.18,0,441.829
47,0,534.48,0,464.974
48,0,603.52,0,464.704
49,0,481.52,0,468.415
