Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,13,0,0,0
4,9,0,0,0
5,9,0,0,0
6,25,0,0,0
7,9,0,0,0
8,9,0,0,0
9,9,0,0,0
10,9,0,0,0
11,13,0,0,0
12,21,0,0,0
13,27,0,0,0
14,9,0,0,0
15,12,0,0,0
16,9,0,0,0
17,9,0,0,0
18,13,0,0,0
19,9,0,0,0
20,9,0,0,0
21,9,0,0,0
22,26.4,0,7.5214,0
23,9,0,0,0
24,17.8,0,10.0285,0
25,9,0,0,0
26,18.92,0,3.50999,0
27,9,0,0,0
28,9,0,0,0
29,9,0,0,0
30,21.56,0,0.501427,0
31,9,0,0,0
32,16.08,0,3.50999,0
33,9,0,0,0
34,15.6,0,7.5214,0
35,21.88,0,11.5328,0
36,16.48,0,8.52425,0
37,26.52,0,4.01141,0
38,9.44,0,0.501427,0
39,20.6,0,5.01427,0
40,9,0,0,0
41,21.36,0,3.00856,0
42,9,0,0,0
43,18.7,0,11.3286,0
44,23.62,0,3.36179,0
45,16.48,0,8.89678,0
46,34.04,0,21.6078,0
47,22.06,0,15.5083,0
48,12.36,0,3.00856,0
49,15.36,0,5.41638,0
