Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-3232.73,0,633.727
1,0,-1374.71,0,586.956
2,0,-1153.87,0,646.537
3,0,-1103.98,0,795.842
4,0,-722.89,0,656.486
5,0,-472.96,0,492.896
6,0,-486.7,0,526.451
7,0,-293.82,0,231.208
8,0,-284.82,0,192.987
9,0,-298.17,0,404.96
10,0,-231.02,0,77.8686
11,0,-216.47,0,80.4315
12,0,-201.92,0,127.392
13,0,-195.7,0,52.5885
14,0,-185.68,0,40.4869
15,0,-180.95,0,34.4408
16,0,-175.42,0,34.2056
17,0,-174.6,0,35.2704
18,0,-173.94,0,33.656
19,0,-167.39,0,20.1022
20,0,-170.04,0,25.6979
21,0,-169.34,0,28.8595
22,0,-166.68,0,25.6499
23,0,-164.16,0,19.0006
24,0,-168.4,0,25.3313
25,0,-164.85,0,21.6368
26,0,-166.55,0,18.85
27,0,-167.71,0,26.2306
28,0,-165.13,0,18.5045
29,0,-169.67,0,25.4225
30,0,-165.82,0,21.8883
31,0,-171.14,0,30.3075
32,0,-173.81,0,31.8036
33,0,-161.99,0,10.9346
34,0,-166.88,0,23.1518
35,0,-167.13,0,19.8284
36,0,-169.96,0,28.7184
37,0,-166.86,0,20.187
38,0,-165.31,0,16.0905
39,0,-167.01,0,24.5256
