Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,63.04,0,181.631
1,0,47.36,0,147.172
2,0,71.04,0,184.002
3,0,83.1,0,205.847
4,0,156.34,0,297.354
5,0,146.78,0,293.628
6,0,153.4,0,280.309
7,0,178.68,0,320.471
8,0,111.56,0,198.839
9,0,193.18,0,333.656
10,0,138.66,0,268.768
11,0,242.08,0,371.907
12,0,99.42,0,187.982
13,0,184.44,0,321.436
14,0,119.3,0,223.817
15,0,127.22,0,236.681
16,0,150.02,0,278.253
17,0,159.48,0,289.338
18,0,107.68,0,236.191
19,0,106.22,0,185.482
20,0,124.6,0,264.759
21,0,106.88,0,216.059
22,0,109.92,0,199.846
23,0,130.78,0,202.088
24,0,149.52,0,278.531
25,0,145.02,0,274.958
26,0,140.66,0,237.474
27,0,136.08,0,231.501
28,0,219.34,0,336.285
29,0,205.58,0,335.324
30,0,125.6,0,240.004
31,0,180.4,0,319.251
32,0,125.22,0,229.335
33,0,147.32,0,260.947
34,0,123.06,0,238.913
35,0,129.38,0,248.674
36,0,122.58,0,200.416
37,0,151.46,0,277.843
38,0,76.64,0,114.518
39,0,131.92,0,235.086
40,0,108.32,0,208.405
41,0,100.38,0,170.49
42,0,160.38,0,302.062
43,0,99.74,0,205.848
44,0,115.04,0,225.218
45,0,208.7,0,352.263
46,0,69.68,0,147.652
47,0,88.8,0,163.881
48,0,96.96,0,178.929
49,0,169.5,0,284.08
