Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,21.94,0,10.9943
1,0,15.9,0,10.9605
2,0,19.78,0,11.2962
3,0,22.24,0,12.084
4,0,21.68,0,11.8087
5,0,20.3,0,11.4949
6,0,19.22,0,10.5294
7,0,21.56,0,12.2694
8,0,20.16,0,12.8672
9,0,21.06,0,14.4143
10,0,18.52,0,9.86695
11,0,18.96,0,12.342
12,0,21.9,0,11.7842
13,0,20.2,0,10.3451
14,0,21.04,0,12.9441
15,0,18.9,0,11.5197
16,0,19.16,0,12.3707
17,0,20.9,0,17.0105
18,0,23.52,0,17.7594
19,0,18.7,0,10.5061
20,0,20.9,0,15.0526
21,0,18.34,0,9.49674
22,0,21.76,0,15.2604
23,0,23.26,0,11.7765
24,0,19.96,0,11.2049
25,0,20.54,0,13.8258
26,0,21.74,0,11.7522
27,0,19.12,0,14.5218
28,0,18.48,0,10.6814
29,0,21.24,0,12.5496
30,0,21.06,0,13.752
31,0,22.7,0,13.4092
32,0,21.06,0,10.1104
33,0,20.68,0,12.4776
34,0,18.3,0,7.66985
35,0,20.46,0,12.5685
36,0,21,0,11.9523
37,0,21.22,0,11.1525
38,0,23.52,0,16.356
39,0,22.12,0,16.2237
40,0,18.92,0,12.317
41,0,21.72,0,12.7712
42,0,20.78,0,12.1962
43,0,20.6,0,15.2623
44,0,17.54,0,8.36955
45,0,20.88,0,16.5894
46,0,18,0,9.09586
47,0,21.3,0,11.4949
48,0,18.14,0,9.60869
49,0,21.54,0,10.8819
