Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-52.87,0,11.1133
1,0,-47.892,0,54.394
2,0,-34.056,0,41.6246
3,0,-23.175,0,36.3446
4,0,-17.844,0,29.0277
5,0,-9.77,0,8.6472
6,0,-13.405,0,19.453
7,0,-9.003,0,10.27
8,0,-10.73,0,16.7196
9,0,-13.708,0,35.9034
10,0,-9.745,0,17.0145
11,0,-7.563,0,9.08649
12,0,-8.896,0,26.2238
13,0,-7.558,0,7.62821
14,0,-6.659,0,7.56997
15,0,-7.918,0,10.9438
16,0,-5.425,0,5.97648
17,0,-8.013,0,26.551
18,0,-5.509,0,9.04943
19,0,-7.241,0,16.7917
20,0,-4.959,0,5.62886
21,0,-6.143,0,10.0531
22,0,-6.2,0,8.45966
23,0,-7.712,0,16.0202
24,0,-5.886,0,10.3801
25,0,-4.829,0,5.72668
26,0,-8.147,0,23.9987
27,0,-6.144,0,9.74894
28,0,-4.183,0,6.12922
29,0,-5.324,0,6.44893
30,0,-5.339,0,5.21619
31,0,-6.474,0,11.4819
32,0,-6.336,0,11.6544
33,0,-4.75,0,6.47623
34,0,-5.541,0,9.88472
35,0,-5.723,0,10.9406
36,0,-7.4,0,30.0265
37,0,-6.906,0,30.3245
38,0,-5.013,0,8.64569
39,0,-4.536,0,5.47009
40,0,-4.711,0,13.0048
41,0,-8.299,0,30.4982
42,0,-4.683,0,6.76621
43,0,-6.514,0,13.8135
44,0,-4.845,0,5.78401
45,0,-5.374,0,12.3451
46,0,-13.998,0,48.3169
47,0,-8.982,0,31.1942
48,0,-5.676,0,8.37924
49,0,-5.779,0,14.2256
50,0,-4.296,0,7.50015
51,0,-6.858,0,29.9747
52,0,-6.873,0,30.396
53,0,-6.996,0,30.0038
54,0,-4.774,0,7.69491
55,0,-4.354,0,7.06034
56,0,-4.919,0,6.33397
57,0,-4.965,0,6.91738
58,0,-4.186,0,7.56171
59,0,-3.024,0,6.20682
60,0,-4.543,0,11.5993
61,0,-4.77,0,8.37964
62,0,-4.047,0,8.51866
63,0,-4.312,0,9.34553
64,0,-6.404,0,30.0704
65,0,-3.401,0,4.54678
66,0,-3.046,0,4.93719
67,0,-5.672,0,22.5797
68,0,-6.539,0,30.4511
69,0,-3.475,0,5.57033
70,0,-3.051,0,5.65765
71,0,-3.378,0,4.1925
72,0,-4.768,0,12.5862
73,0,-4.501,0,8.14434
74,0,-2.693,0,4.2867
75,0,-3.515,0,4.96605
76,0,-3.203,0,4.59667
77,0,-3.307,0,5.67725
78,0,-2.206,0,4.10043
79,0,-4.416,0,13.6168
80,0,-2.459,0,4.13038
81,0,-3.498,0,5.23126
82,0,-2.919,0,4.92074
83,0,-3.314,0,4.5073
84,0,-4.27,0,11.248
85,0,-6.573,0,24.2403
86,0,-3.982,0,5.47378
87,0,-2.762,0,4.54714
88,0,-3.075,0,4.63442
89,0,-4.244,0,6.33852
90,0,-4.391,0,6.83925
91,0,-4.331,0,7.53125
92,0,-4.89,0,10.0868
93,0,-4.13,0,5.53982
94,0,-3.794,0,6.97754
95,0,-3.844,0,7.08042
96,0,-4.249,0,6.47083
97,0,-4.095,0,5.89683
98,0,-4.14,0,6.76906
99,0,-4.012,0,5.74376
