Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,28.62,0,29.0361
1,0,12.9,0,6.37357
2,0,13.72,0,11.0639
3,0,17.9,0,22.0826
4,0,24.4,0,45.4802
5,0,14.52,0,21.1334
6,0,18.84,0,26.7394
7,0,17.48,0,17.1372
8,0,16.48,0,14.7472
9,0,15.84,0,14.7708
10,0,22.02,0,44.3076
11,0,19.12,0,23.5776
12,0,13,0,9.37648
13,0,21.18,0,24.1007
14,0,16.98,0,21.5279
15,0,14.48,0,10.4398
16,0,20.22,0,25.9484
17,0,17.02,0,17.3952
18,0,18.68,0,23.4768
19,0,15.86,0,13.4726
20,0,14.26,0,14.9104
21,0,15.38,0,15.5405
22,0,14.28,0,8.77389
23,0,18.28,0,19.2958
24,0,14.72,0,12.0222
25,0,17.24,0,18.4408
26,0,16.76,0,23.2674
27,0,17.06,0,14.8109
28,0,15.62,0,19.197
29,0,14.04,0,9.17396
30,0,27.22,0,50.1126
31,0,20.04,0,18.589
32,0,24.86,0,31.9004
33,0,19.62,0,26.4729
34,0,18.68,0,24.4043
35,0,19.18,0,20.9242
36,0,19.06,0,20.9591
37,0,18.1,0,14.2575
38,0,19.98,0,24.901
39,0,20.28,0,29.0952
40,0,14.24,0,10.5222
41,0,15.98,0,10.1589
42,0,16.78,0,10.6086
43,0,14.62,0,17.7441
44,0,15.68,0,11.5607
45,0,19.84,0,25.0007
46,0,20.54,0,33.3945
47,0,13.06,0,8.0595
48,0,24.12,0,34.7977
49,0,15.7,0,16.2471
