Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,20.86,0,9.84784
1,0,17.96,0,10.8646
2,0,18.82,0,10.6036
3,0,20,0,11.8184
4,0,19.36,0,11.3493
5,0,20.08,0,10.2635
6,0,17.8,0,10.2936
7,0,19.74,0,10.8605
8,0,18.7,0,10.0473
9,0,19.14,0,8.99435
10,0,19.9,0,11.3033
11,0,16.82,0,7.32814
12,0,20.28,0,12.1454
13,0,17.1,0,9.10091
14,0,17.88,0,8.95485
15,0,17.4,0,8.69436
16,0,22.04,0,14.1507
17,0,17.56,0,12.1086
18,0,16.24,0,7.66268
19,0,17.18,0,9.94411
20,0,16.66,0,7.55013
21,0,16.86,0,11.4642
22,0,16.72,0,9.07798
23,0,18.62,0,11.0821
24,0,17.28,0,10.0976
25,0,17.4,0,9.632
26,0,18.32,0,10.7256
27,0,19.62,0,14.3397
28,0,16.9,0,10.027
29,0,19.9,0,11.8894
30,0,17.68,0,10.4187
31,0,16.24,0,7.24374
32,0,17.38,0,11.6354
33,0,19.1,0,10.9958
34,0,21.1,0,15.3719
35,0,18.28,0,9.80221
36,0,14.56,0,6.60291
37,0,17.58,0,8.60965
38,0,17.88,0,9.56533
39,0,18.38,0,9.44563
40,0,19.74,0,12.631
41,0,17.24,0,9.09263
42,0,17.46,0,7.75179
43,0,18.58,0,13.2034
44,0,17.58,0,9.49992
45,0,18.18,0,9.89886
46,0,18.42,0,10.1802
47,0,19.08,0,12.7261
48,0,18.42,0,8.51671
49,0,19.34,0,13.1686
