Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,19.12,0,11.5328
1,0,9,0,0
2,0,9,0,0
3,0,9,0,0
4,0,9.56,0,0.501427
5,0,9,0,0
6,0,12.2,0,2.50713
7,0,9,0,0
8,0,11.64,0,3.00856
9,0,9,0,0
10,0,11.8,0,2.50713
11,0,31.48,0,21.0599
12,0,9,0,0
13,0,93,0,75.214
14,0,9.56,0,0.501427
15,0,11.64,0,3.00856
16,0,9.08,0,0.565685
17,0,23.32,0,9.48563
18,0,9.42,0,0.498569
19,0,10.68,0,1.99428
20,0,56.46,0,56.3383
21,0,9,0,0
22,0,9.56,0,0.501427
23,0,23.02,0,12.5136
24,0,10.12,0,1.00285
25,0,11.82,0,2.48826
26,0,11.94,0,3.48999
27,0,13.52,0,3.97564
28,0,66.66,0,51.9402
29,0,9.82,0,5.79828
30,0,10.8,0,12.7279
31,0,9,0,0
32,0,9.08,0,0.565685
33,0,9.42,0,0.498569
34,0,18.1,0,31.3409
35,0,10.96,0,10.8401
36,0,10.32,0,1.50428
37,0,11.4,0,2.13809
38,0,12.08,0,3.50999
39,0,66.44,0,42.8439
40,0,50.84,0,48.4588
41,0,9.36,0,1.61321
42,0,20.88,0,15.469
43,0,9,0,0
44,0,9.12,0,0.848528
45,0,9.78,0,1.5687
46,0,13.12,0,19.7129
47,0,22.96,0,13.0274
48,0,18.62,0,2.37238
49,0,11.76,0,18.6696
