Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-1799.15,0,268.559
1,0,-790.79,0,199.798
2,0,-622.2,0,280.508
3,0,-579.91,0,390.251
4,0,-482.76,0,446.482
5,0,-481.73,0,490.097
6,0,-527.17,0,761.105
7,0,-391.39,0,526.841
8,0,-420.64,0,750.811
9,0,-484.04,0,773.389
10,0,-364.66,0,664.504
11,0,-435.08,0,803.989
12,0,-516.1,0,897.419
13,0,-508.54,0,918.125
14,0,-514.86,0,948.468
15,0,-315.76,0,615.456
16,0,-310.51,0,663.546
17,0,-231.06,0,473.186
18,0,-203.36,0,370.888
19,0,-149.76,0,50.8937
20,0,-143.51,0,13.3322
21,0,-145.58,0,17.4311
22,0,-143.33,0,11.891
23,0,-143.62,0,12.253
24,0,-143.34,0,11.4497
25,0,-144.13,0,15.0149
26,0,-144.04,0,11.8295
27,0,-144.3,0,15.6924
28,0,-142.83,0,15.1605
29,0,-142.72,0,10.6573
30,0,-144.13,0,14.4695
31,0,-145.32,0,16.5803
32,0,-142.24,0,12.9748
33,0,-145.06,0,15.882
34,0,-146.8,0,18.1314
35,0,-142.37,0,12.3335
36,0,-144.26,0,16.7806
37,0,-145.02,0,15.5037
38,0,-143.3,0,14.058
39,0,-146.36,0,16.8598
