Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-1909.44,0,368.399
1,0,-827.5,0,198.055
2,0,-674.06,0,240.694
3,0,-613.1,0,347.793
4,0,-522.47,0,423.807
5,0,-477.98,0,458.116
6,0,-554.07,0,661.61
7,0,-497.87,0,637.382
8,0,-549.37,0,743.13
9,0,-385.13,0,590.838
10,0,-299.44,0,361.811
11,0,-344.29,0,513.013
12,0,-223.37,0,221.843
13,0,-194.99,0,189.506
14,0,-255.61,0,366.605
15,0,-261.51,0,409.904
16,0,-220.59,0,305.791
17,0,-253.01,0,371.777
18,0,-178.91,0,135.499
19,0,-165.23,0,30.2554
20,0,-163.36,0,25.1113
21,0,-166.66,0,29.5923
22,0,-165.16,0,30.6857
23,0,-162.08,0,25.4458
24,0,-166.76,0,29.9768
25,0,-163.78,0,26.3977
26,0,-165.04,0,30.573
27,0,-165.32,0,29.6167
28,0,-166.1,0,29.5691
29,0,-166.24,0,29.9667
30,0,-162.82,0,24.18
31,0,-167.04,0,30.467
32,0,-174.13,0,36.0694
33,0,-167.09,0,31.7805
34,0,-164.22,0,27.4898
35,0,-169.12,0,33.0385
36,0,-166.82,0,31.0797
37,0,-169.11,0,33.8126
38,0,-171.32,0,33.024
39,0,-172.06,0,34.2129
