Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,15.06,0,8.26206
1,0,10.1,0,1.66905
2,0,10.12,0,1.39445
3,0,9.92,0,1.22624
4,0,9.96,0,1.47025
5,0,9.9,0,1.19949
6,0,9.8,0,1.27775
7,0,9.8,0,1.08797
8,0,10.36,0,1.9458
9,0,10.22,0,1.51577
10,0,10.06,0,1.91034
11,0,10.02,0,1.30133
12,0,10.44,0,1.48681
13,0,10.1,0,1.59399
14,0,9.76,0,1.31801
15,0,10.16,0,1.47579
16,0,10.32,0,1.67137
17,0,10.22,0,1.63245
18,0,10.04,0,1.36964
19,0,9.84,0,1.20136
20,0,10,0,1.45686
21,0,9.78,0,1.26636
22,0,10.44,0,2.43411
23,0,9.96,0,1.4563
24,0,9.96,0,1.35466
25,0,9.82,0,1.38048
26,0,9.9,0,1.35902
27,0,10,0,1.3248
28,0,10.34,0,1.76832
29,0,10.2,0,1.61624
30,0,9.94,0,1.16776
31,0,9.94,0,1.53077
32,0,10.02,0,1.46371
33,0,9.8,0,1.2289
34,0,9.7,0,1.11117
35,0,10.1,0,1.52864
36,0,10.06,0,1.82287
37,0,10.14,0,1.66611
38,0,10.08,0,1.35285
39,0,10.34,0,1.37929
40,0,9.94,0,1.34635
41,0,9.94,0,1.2521
42,0,10.2,0,1.70234
43,0,9.68,0,1.13281
44,0,9.62,0,0.90102
45,0,10.02,0,1.40683
46,0,9.94,0,1.59604
47,0,10.04,0,1.62832
48,0,10.06,0,2.13245
49,0,10.26,0,1.75906
