Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,15.16,0,7.51966
1,0,14.5,0,8.33054
2,0,20.08,0,48.7341
3,0,20.58,0,28.5121
4,0,21.88,0,30.8311
5,0,28.6,0,47.7134
6,0,31.42,0,51.971
7,0,40.78,0,73.235
8,0,52.08,0,116.859
9,0,92.28,0,175.411
10,0,89.74,0,135.029
11,0,134.42,0,191.181
12,0,106.38,0,173.385
13,0,109.16,0,181.682
14,0,167.3,0,216.179
15,0,168.56,0,187.679
16,0,110.54,0,117.897
17,0,133.7,0,142.477
18,0,153.42,0,183.566
19,0,130.32,0,202.423
20,0,113.48,0,121.93
21,0,186.34,0,230.874
22,0,188.94,0,230.72
23,0,220.04,0,250.849
24,0,195.54,0,198.57
25,0,218.94,0,229.157
26,0,207.28,0,264.904
27,0,175.78,0,219.831
28,0,304.6,0,292.42
29,0,251.4,0,245.825
30,0,284.7,0,238.612
31,0,207.56,0,241.683
32,0,193,0,199.754
33,0,268.26,0,289.529
34,0,295.04,0,313.536
35,0,271.52,0,252.658
36,0,260.6,0,271.432
37,0,241.84,0,230.97
38,0,241.8,0,265.587
39,0,236.48,0,259.935
40,0,237.96,0,231.127
41,0,220.78,0,250.107
42,0,384.5,0,325.834
43,0,295.4,0,258.66
44,0,231.38,0,239.251
45,0,240.52,0,233.699
46,0,310.42,0,307.968
47,0,306.82,0,337.972
48,0,363.58,0,270.911
49,0,358.16,0,319.636
