Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-1478.44,0,297.203
1,0,-1069.5,0,782.867
2,0,-818.1,0,863.055
3,0,-461.04,0,646.862
4,0,-269.44,0,435.779
5,0,-195.58,0,163.983
6,0,-174.75,0,60.682
7,0,-186.6,0,213.087
8,0,-157.37,0,37.5407
9,0,-180.32,0,253.981
10,0,-165.89,0,32.0161
11,0,-161,0,38.6309
12,0,-151.13,0,30.7993
13,0,-155.97,0,33.0336
14,0,-147.72,0,30.6753
15,0,-150.24,0,34.3423
16,0,-145.25,0,27.895
17,0,-151.43,0,31.8346
18,0,-148.55,0,29.3844
19,0,-146.85,0,27.6067
20,0,-150.46,0,34.9584
21,0,-148.79,0,31.8409
22,0,-150.78,0,32.3393
23,0,-154.67,0,31.8681
24,0,-149.04,0,33.0634
25,0,-143.1,0,28.3554
26,0,-148.95,0,33.0186
27,0,-147.47,0,30.5715
28,0,-145.31,0,31.3126
29,0,-139.96,0,28.4814
30,0,-143.8,0,32.4514
31,0,-142.45,0,28.8967
32,0,-141.4,0,29.6433
33,0,-152.78,0,35.3221
34,0,-151.26,0,34.7899
35,0,-146.47,0,33.0553
36,0,-148.36,0,36.2688
37,0,-149.62,0,35.4785
38,0,-150.19,0,36.0946
39,0,-146.74,0,36.1491
