Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,9,0,0,0
4,9,0,0,0
5,9,0,0,0
6,9,0,0,0
7,9,0,0,0
8,9,0,0,0
9,9,0,0,0
10,10,0,0,0
11,10,0,0,0
12,10,0,0,0
13,10,0,0,0
14,10,0,0,0
15,10,0,0,0
16,10,0,0,0
17,10,0,0,0
18,10,0,0,0
19,10,0,0,0
20,10,0,0,0
21,10,0,0,0
22,10,0,0,0
23,545.02,0,1.23701,0
24,766.28,0,68.0345,0
25,710.46,0,76.131,0
26,86.46,0,226.815,0
27,36.26,0,145.918,0
28,123.24,0,38.2364,0
29,107.12,0,30.3944,0
30,137.52,0,38.7279,0
31,18.62,0,20.9147,0
32,123.34,0,25.0555,0
33,122.16,0,29.4496,0
34,128.72,0,18.5923,0
35,159.32,0,37.7735,0
36,124.22,0,16.8732,0
37,96.9,0,22.3773,0
38,142.64,0,32.9066,0
39,125.06,0,43.2182,0
40,195.04,0,67.9297,0
41,241.22,0,70.4056,0
42,252.28,0,73.9357,0
43,263.84,0,117.984,0
44,380.06,0,177.585,0
45,484.76,0,218.057,0
46,798.02,0,373.464,0
47,805.72,0,372.371,0
48,107,0,250.33,0
49,402.94,0,232.827,0
