Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,9,0,0,0
4,9,0,0,0
5,9,0,0,0
6,9,0,0,0
7,10,0,0,0
8,10,0,0,0
9,10,0,0,0
10,10,0,0,0
11,9.98,0,0.141421,0
12,9.98,0,0.141421,0
13,9.98,0,0.141421,0
14,10,0,0,0
15,25.66,0,2.26427,0
16,41.96,0,167.027,0
17,26.56,0,117.241,0
18,19.88,0,58.6674,0
19,951.68,0,219.7,0
20,15,0,38.8235,0
21,15.48,0,21.3945,0
22,93.02,0,32.487,0
23,81.66,0,46.0756,0
24,30.58,0,79.6754,0
25,35.3,0,141.067,0
26,29.56,0,61.0574,0
27,29.66,0,60.0067,0
28,24.78,0,41.6253,0
29,22.8,0,30.2641,0
30,26.48,0,42.526,0
31,27.56,0,46.6857,0
32,28.66,0,48.7897,0
33,24.4,0,41.8291,0
34,27.76,0,69.8759,0
35,22.26,0,44.6637,0
36,19,0,26.7612,0
37,15,0,16.1751,0
38,22.04,0,34.5543,0
39,16.16,0,19.1379,0
40,16.68,0,21.844,0
41,16.48,0,21.1817,0
42,18.26,0,24.4689,0
43,19.22,0,28.1753,0
44,17.76,0,24.8215,0
45,16.66,0,21.8918,0
46,18.72,0,25.5982,0
47,18.2,0,23.7504,0
48,18.78,0,25.6095,0
49,18.56,0,25.1754,0
