Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,9,0,0,0
4,9,0,0,0
5,9,0,0,0
6,9,0,0,0
7,10,0,0,0
8,10,0,0,0
9,10,0,0,0
10,10,0,0,0
11,10,0,0,0
12,10,0,0,0
13,10,0,0,0
14,10,0,0,0
15,26,0,0,0
16,9,0,0,0
17,10,0,0,0
18,9,0,0,0
19,1011,0,0,0
20,9,0,0,0
21,10.54,0,3.25896,0
22,102.56,0,21.5569,0
23,88.26,0,26.4234,0
24,19.92,0,2.95435,0
25,11.64,0,4.91877,0
26,20.8,0,22.4599,0
27,17.44,0,15.2706,0
28,17.36,0,13.5508,0
29,17.14,0,13.4589,0
30,19.16,0,19.4237,0
31,17.4,0,15.0672,0
32,19.28,0,21.3111,0
33,17.9,0,23.5357,0
34,14.46,0,12.9366,0
35,14.98,0,18.3864,0
36,18.2,0,23.9404,0
37,16.34,0,20.148,0
38,18.9,0,27.3311,0
39,16.72,0,20.2767,0
40,18.34,0,24.678,0
41,19.46,0,28.9956,0
42,19.52,0,29.1871,0
43,19.68,0,29.8462,0
44,19.92,0,30.3744,0
45,18.68,0,25.7915,0
46,18.7,0,25.7763,0
47,18.8,0,25.8686,0
48,18.94,0,26.4416,0
49,18.92,0,26.3538,0
