Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-194.95,0,118.342
1,0,-99.04,0,55.2449
2,0,-63.45,0,34.3192
3,0,-56.51,0,30.0678
4,0,-42.53,0,19.4451
5,0,-33.13,0,10.4762
6,0,-30.64,0,8.42138
7,0,-28.65,0,7.91926
8,0,-26.09,0,6.30711
9,0,-22.66,0,4.84762
10,0,-20.49,0,3.11236
11,0,-17.92,0,3.44269
12,0,-15.62,0,2.82407
13,0,-14.1,0,2.37197
14,0,-12.58,0,2.43783
15,0,-11.3,0,2.56826
16,0,-10.39,0,2.90557
17,0,-9.27,0,3.0012
18,0,-8.65,0,2.11953
19,0,-8.27,0,1.42031
