Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-1494.9,0,237.135
1,0,-1113.07,0,528.8
2,0,-578.99,0,442.835
3,0,-517.2,0,521.289
4,0,-440.12,0,506.131
5,0,-364.4,0,666.182
6,0,-274.91,0,229.235
7,0,-263.27,0,260.225
8,0,-222.44,0,66.8797
9,0,-224.96,0,100.834
10,0,-208.92,0,54.1628
11,0,-198.34,0,35.1189
12,0,-205.8,0,43.1214
13,0,-205.45,0,36.2971
14,0,-204.26,0,41.4397
15,0,-199.75,0,40.888
16,0,-195.99,0,36.8586
17,0,-199.82,0,36.9642
18,0,-198.86,0,35.5158
19,0,-200.31,0,36.0013
20,0,-194.42,0,31.4595
21,0,-196.58,0,31.8612
22,0,-198.43,0,27.6947
23,0,-200.17,0,38.1541
24,0,-200.09,0,37.5823
25,0,-196.57,0,28.4985
26,0,-199.8,0,29.0416
27,0,-200.86,0,30.8309
28,0,-204.79,0,34.993
29,0,-203.08,0,29.9085
30,0,-205.36,0,38.1371
31,0,-206.54,0,27.776
32,0,-203.77,0,32.0838
33,0,-198.69,0,28.8653
34,0,-198.78,0,29.9007
35,0,-202.16,0,28.6045
36,0,-199.04,0,31.5879
37,0,-201.65,0,30.0005
38,0,-203.99,0,19.6528
39,0,-204.13,0,32.4926
