Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,-1440.95,0,208.902
1,0,-1102.91,0,553.097
2,0,-766.64,0,741.875
3,0,-404.46,0,451.223
4,0,-282.26,0,272.292
5,0,-244.51,0,227.272
6,0,-238.12,0,172.906
7,0,-223.34,0,213.535
8,0,-197.68,0,53.4774
9,0,-198.73,0,68.3489
10,0,-193.38,0,51.0254
11,0,-182.09,0,39.2629
12,0,-176.07,0,32.3841
13,0,-180.19,0,30.095
14,0,-180.16,0,34.4122
15,0,-176.51,0,34.64
16,0,-173.66,0,33.0544
17,0,-173.87,0,32.9237
18,0,-177.54,0,35.7614
19,0,-175.99,0,33.1615
20,0,-183.64,0,32.8755
21,0,-173.4,0,33.002
22,0,-170.17,0,32.2722
23,0,-178.44,0,32.4704
24,0,-174.31,0,32.7058
25,0,-173.37,0,35.5893
26,0,-182.11,0,34.988
27,0,-175.44,0,32.8647
28,0,-179.75,0,32.4813
29,0,-170.47,0,35.9954
30,0,-182.62,0,31.7912
31,0,-183.61,0,34.1565
32,0,-177.07,0,33.9168
33,0,-176.24,0,36.5326
34,0,-180.38,0,34.5826
35,0,-180,0,32.9435
36,0,-183.56,0,34.5962
37,0,-183.69,0,30.3577
38,0,-185.79,0,32.1013
39,0,-185.13,0,33.8609
