Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,0,13.72,0,6.60563
1,0,11.06,0,2.51858
2,0,10.44,0,1.78611
3,0,10.24,0,1.84678
4,0,11.5,0,2.66688
5,0,10.82,0,2.0473
6,0,10.52,0,1.56805
7,0,11.1,0,2.34955
8,0,10.78,0,2.17865
9,0,11.04,0,2.12814
10,0,10.96,0,2.74761
11,0,11.12,0,3.08809
12,0,10.68,0,1.62179
13,0,11.44,0,3.7859
14,0,13.32,0,10.4089
15,0,11.28,0,1.78474
16,0,11.22,0,3.29681
17,0,12.46,0,11.1908
18,0,13.22,0,14.7459
19,0,16,0,17.2414
20,0,12.12,0,4.52494
21,0,15.18,0,11.8092
22,0,25.96,0,48.2984
23,0,19.36,0,22.831
24,0,17.82,0,17.8276
25,0,20.74,0,29.1882
26,0,22.12,0,36.7882
27,0,18.74,0,23.5448
28,0,36.38,0,63.489
29,0,31.44,0,42.7614
30,0,48.34,0,79.7528
31,0,40.12,0,53.0543
32,0,52.68,0,61.4151
33,0,51.96,0,60.9988
34,0,61.04,0,70.8182
35,0,71.44,0,97.226
36,0,61.3,0,76.1865
37,0,61.6,0,62.9366
38,0,47,0,47.0458
39,0,66.02,0,68.4283
40,0,50.12,0,61.9712
41,0,68.18,0,55.0561
42,0,71.2,0,73.2254
43,0,74.68,0,71.079
44,0,73.04,0,83.7942
45,0,67.42,0,70.6183
46,0,71.96,0,74.9819
47,0,68.08,0,61.1321
48,0,59.42,0,56.1213
49,0,77.68,0,75.3892
